name,name_short,name_tv,gender,function,country_code,country,country_long,nationality,nationality_long,nationality_code,birth_date,birth_place,birth_country,residence_place,residence_country,lang
BRIFFOD Adrien,BRIFFOD A,Adrien BRIFFOD,Male,Athlete,SUI,Switzerland,Switzerland,Switzerland,Switzerland,SUI,02/08/1994,VEVEY,Switzerland,VEVEY,Switzerland,"English, French, German"
BRUNNER Nina,BRUNNER N,Nina BRUNNER,Female,Athlete,SUI,Switzerland,Switzerland,Switzerland,Switzerland,SUI,14/10/1995,STEINHAUSEN,Switzerland,BERN,Switzerland,"English, German"
BRUNNER Patrick,BRUNNER P,Patrick BRUNNER,Male,Athlete,SUI,Switzerland,Switzerland,Switzerland,Switzerland,SUI,06/12/2000,,,SEMPACH,Switzerland,"English, German, Norwegian"
BRUNNER Pauline,BRUNNER P,Pauline BRUNNER,Female,Athlete,SUI,Switzerland,Switzerland,Switzerland,Switzerland,SUI,03/12/1994,,,LA CHAUX-DE-FONDS,Switzerland,"English, French"
BURGI Celine,BURGI C,Celine BURGI,Female,Alternate Athlete,SUI,Switzerland,Switzerland,Switzerland,Switzerland,SUI,22/09/1999,,,,,
BUTTI Cedric,BUTTI C,Cedric BUTTI,Male,Athlete,SUI,Switzerland,Switzerland,Switzerland,Switzerland,SUI,23/07/1999,,Switzerland,HERDERN,Switzerland,"English, French, German"
CHABBEY Elise,CHABBEY E,Elise CHABBEY,Female,Athlete,SUI,Switzerland,Switzerland,Switzerland,Switzerland,SUI,24/04/1993,GENEVA,Switzerland,GENEVA,Switzerland,French
CHRISTEN Nina,CHRISTEN N,Nina CHRISTEN,Female,Athlete,SUI,Switzerland,Switzerland,Switzerland,Switzerland,SUI,07/02/1994,STANS,Switzerland,IMMENSEE,Switzerland,"English, French, German"
CLAESSENS Zoe,CLAESSENS Z,Zoe CLAESSENS,Female,Athlete,SUI,Switzerland,Switzerland,Switzerland,Switzerland,SUI,28/04/2001,ECHICHENS,Switzerland,VILLARS-SOUS-YENS,Switzerland,"English, French, German"
COLOMBO Elia,COLOMBO E,Elia COLOMBO,Male,Athlete,SUI,Switzerland,Switzerland,Switzerland,Switzerland,SUI,14/09/1995,LUGANO,Switzerland,BIRONICO,Switzerland,French
DALLENBACH Alexandre,DALLENBACH A,Alexandre DALLENBACH,Male,Athlete,SUI,Switzerland,Switzerland,Switzerland,Switzerland,SUI,31/07/1991,REUNION,France,,Italy,"English, French"
de PLANTA Arno,de PLANTA A,Arno de PLANTA,Male,Athlete,SUI,Switzerland,Switzerland,Switzerland,Switzerland,SUI,12/03/1999,LAUSANNE,Switzerland,PULLY,Switzerland,"English, French"
DERRON Julie,DERRON J,Julie DERRON,Female,Athlete,SUI,Switzerland,Switzerland,Switzerland,Switzerland,SUI,10/09/1996,ZURICH,,ZURICH,Switzerland,"English, German"
DESPLANCHES Jeremy,DESPLANCHES J,Jeremy DESPLANCHES,Male,Athlete,SUI,Switzerland,Switzerland,Switzerland,Switzerland,SUI,07/08/1994,GENEVA,Switzerland,GENEVA,Switzerland,"English, French"
DEVANTAY Charles,DEVANTAY C,Charles DEVANTAY,Male,Athlete,SUI,Switzerland,Switzerland,Switzerland,Switzerland,SUI,14/02/1998,,,,,"English, French"
DJAKOVIC Antonio,DJAKOVIC A,Antonio DJAKOVIC,Male,Athlete,SUI,Switzerland,Switzerland,Switzerland,Switzerland,SUI,08/10/2002,FRAUENFELD,Switzerland,USTER,Switzerland,"Croatian, English, French, German"
DOUGOUD Martin,DOUGOUD M,Martin DOUGOUD,Male,Athlete,SUI,Switzerland,Switzerland,Switzerland,Switzerland,SUI,19/05/1991,GENEVA,Switzerland,PAU,France,"English, French, German"
DUCARROZ Nikita,DUCARROZ N,Nikita DUCARROZ,Female,Athlete,SUI,Switzerland,Switzerland,Switzerland,Switzerland,SUI,12/08/1996,NICE,France,NORTH CAROLINA,United States,"English, French"
DUPRE Celia,DUPRE C,Celia DUPRE,Female,Athlete,SUI,Switzerland,Switzerland,Switzerland,Switzerland,SUI,30/08/2001,"PORTLAND, OR",United States,GENEVA,Switzerland,"English, French"
DUERR Christoph,DUERR C,Christoph DUERR,Male,Athlete,SUI,Switzerland,Switzerland,Switzerland,Switzerland,SUI,28/04/1996,,,GAMS,Switzerland,"English, German"
EHAMMER Simon,EHAMMER S,Simon EHAMMER,Male,Athlete,SUI,Switzerland,Switzerland,Switzerland,Switzerland,SUI,07/02/2000,TEUFEN,Switzerland,TEUFEN,Switzerland,German
EICH Daniel,EICH D,Daniel EICH,Male,Athlete,SUI,Switzerland,Switzerland,Switzerland,Switzerland,SUI,02/04/2000,FREIBURG,Switzerland,GEBENSTORF,Switzerland,"English, German"
FAHR Annina,FAHR A,Annina FAHR,Female,Athlete,SUI,Switzerland,Switzerland,Switzerland,Switzerland,SUI,06/04/1993,SCHAFFHAUSEN,Switzerland,SCHAFFHAUSEN,Switzerland,German
FLUECKIGER Mathias,FLUECKIGER M,Mathias FLUECKIGER,Male,Athlete,SUI,Switzerland,Switzerland,Switzerland,Switzerland,SUI,27/09/1988,BERN,Switzerland,LEIMISWIL,Switzerland,"English, German"
FREI Sina,FREI S,Sina FREI,Female,Athlete,SUI,Switzerland,Switzerland,Switzerland,Switzerland,SUI,18/07/1997,MANNEDORF,Switzerland,UETIKON AM SEE,Switzerland,German
FREY Geraldine,FREY G,Geraldine FREY,Female,Athlete,SUI,Switzerland,Switzerland,Switzerland,Switzerland,SUI,19/06/1997,ZUG,Switzerland,ZURICH,Switzerland,"English, French, German"
FUCHS Martin,FUCHS M,Martin FUCHS,Male,Athlete,SUI,Switzerland,Switzerland,Switzerland,Switzerland,SUI,13/07/1992,,Switzerland,WANGI,Switzerland,"English, French, German"
GENDRE Vincent,GENDRE V,Vincent GENDRE,Male,Alternate Athlete,SUI,Switzerland,Switzerland,Switzerland,Switzerland,SUI,18/09/2001,,,,,
GIGER Yasmin,GIGER Y,Yasmin GIGER,Female,Athlete,SUI,Switzerland,Switzerland,Switzerland,Switzerland,SUI,06/11/1999,MANNEDORF,Switzerland,ROMANSHORN,Switzerland,"English, German"
GIRRBACH Joel,GIRRBACH J,Joel GIRRBACH,Male,Athlete,SUI,Switzerland,Switzerland,Switzerland,Switzerland,SUI,19/07/1993,KREUZLINGEN,Switzerland,KREUZLINGEN,Switzerland,"English, German"
GIUBELLINI Luca,GIUBELLINI L,Luca GIUBELLINI,Male,Athlete,SUI,Switzerland,Switzerland,Switzerland,Switzerland,SUI,01/04/2003,REBSTEIN,Switzerland,KIRCHDORF,Switzerland,"English, German"
GIUBELLINI Matteo,GIUBELLINI M,Matteo GIUBELLINI,Male,Athlete,SUI,Switzerland,Switzerland,Switzerland,Switzerland,SUI,07/11/2004,REBSTEIN,Switzerland,KIRCHDORF,Switzerland,"English, German"
GODEL Robin,GODEL R,Robin GODEL,Male,Athlete,SUI,Switzerland,Switzerland,Switzerland,Switzerland,SUI,18/08/1998,,Switzerland,DOMPIERRE,Switzerland,"English, French, German"
GOGNIAT Audrey,GOGNIAT A,Audrey GOGNIAT,Female,Athlete,SUI,Switzerland,Switzerland,Switzerland,Switzerland,SUI,30/10/2002,LA CHAUX-DE-FONDS,Switzerland,LE NOIRMONT,Switzerland,"English, French, German"
GOLUBIC Viktorija,GOLUBIC V,Viktorija GOLUBIC,Female,Athlete,SUI,Switzerland,Switzerland,Switzerland,Switzerland,SUI,16/10/1992,ZURICH,Switzerland,ZURICH,Switzerland,"Croatian, English, German, Serbian"
GUBELMANN Catia,GUBELMANN C,Catia GUBELMANN,Female,Athlete,SUI,Switzerland,Switzerland,Switzerland,Switzerland,SUI,23/08/2001,,,,,English
GUERDAT Steve,GUERDAT S,Steve GUERDAT,Male,Athlete,SUI,Switzerland,Switzerland,Switzerland,Switzerland,SUI,10/06/1982,BASSECOURT,Switzerland,ZURICH,Switzerland,"English, French"
GULICH Andrin,GULICH A,Andrin GULICH,Male,Athlete,SUI,Switzerland,Switzerland,Switzerland,Switzerland,SUI,09/03/1999,,United States,ZURICH,Switzerland,"English, French, German, Italian"
HARTMANN Elena,HARTMANN E,Elena HARTMANN,Female,Athlete,SUI,Switzerland,Switzerland,Switzerland,Switzerland,SUI,12/12/1990,CHUR,Switzerland,GRISON,Switzerland,"English, German, Rhaeto-Romance"
HIRSCHI Marc,HIRSCHI M,Marc HIRSCHI,Male,Athlete,SUI,Switzerland,Switzerland,Switzerland,Switzerland,SUI,24/08/1998,BERN,Switzerland,,,"English, German"
HUEBERLI Tanja,HUEBERLI T,Tanja HUEBERLI,Female,Athlete,SUI,Switzerland,Switzerland,Switzerland,Switzerland,SUI,27/08/1992,THALWIL,Switzerland,BERN,Switzerland,"English, French, German"
HUESLER Salome,HUESLER S,Salome HUESLER,Female,Athlete,SUI,Switzerland,Switzerland,Switzerland,Switzerland,SUI,21/08/2002,,,,,German
BENCHADLI Nihed,BENCHADLI N,Nihed BENCHADLI,Female,Athlete,ALG,Algeria,Algeria,Algeria,Algeria,ALG,30/09/2001,,,PARIS,France,"Arabic, French"
JOSEPH Esther Elo,JOSEPH EE,Esther Elo JOSEPH,Female,Athlete,NGR,Nigeria,Nigeria,Nigeria,Nigeria,NGR,04/04/2003,,,,,English
AMENE Dubem,AMENE D,Dubem AMENE,Male,Athlete,NGR,Nigeria,Nigeria,Nigeria,Nigeria,NGR,10/11/2002,,,,,English
MULLIN Gavin,MULLIN G,Gavin MULLIN,Male,Athlete,IRL,Ireland,Ireland,Ireland,Ireland,IRL,29/11/1997,DUBLIN,Ireland,,,English
BOONZAAIJER Janneke,BOONZAAIJER J,Janneke BOONZAAIJER,Female,Athlete,NED,Netherlands,Netherlands,Netherlands,Netherlands,NED,06/09/1996,EDE,Netherlands,RENSWOUDE,Netherlands,Dutch
EMMEN Kim,EMMEN K,Kim EMMEN,Female,Athlete,NED,Netherlands,Netherlands,Netherlands,Netherlands,NED,21/03/1995,,,,,Dutch
GAL Edward,GAL E,Edward GAL,Male,Alternate Athlete,NED,Netherlands,Netherlands,Netherlands,Netherlands,NED,04/03/1970,RHEDEN,Netherlands,HARSKAMP,Netherlands,"Dutch, English"
GREVE Willem,GREVE W,Willem GREVE,Male,Alternate Athlete,NED,Netherlands,Netherlands,Netherlands,Netherlands,NED,26/02/1983,HAAKSBERGEN,Netherlands,MARKELO,Netherlands,"Dutch, English"
de JONG Sanne,de JONG S,Sanne de JONG,Female,Athlete,NED,Netherlands,Netherlands,Netherlands,Netherlands,NED,17/12/1994,,Netherlands,AALSMEER,Netherlands,"Dutch, English"
KOOREMANS Raf,KOOREMANS R,Raf KOOREMANS,Male,Athlete,NED,Netherlands,Netherlands,Netherlands,Netherlands,NED,08/03/1977,,,TURNHOUT,Belgium,Dutch
van LIERE Dinja,van LIERE D,Dinja van LIERE,Female,Athlete,NED,Netherlands,Netherlands,Netherlands,Netherlands,NED,16/08/1990,GOES,Netherlands,UDEN,Netherlands,"Dutch, English"
MINDERHOUD Hans Peter,MINDERHOUD HP,Hans Peter MINDERHOUD,Male,Athlete,NED,Netherlands,Netherlands,Netherlands,Netherlands,NED,07/10/1973,WESTKAPELLE,Netherlands,OOSTERBEEK,Netherlands,"Dutch, English"
PEN Elaine,PEN E,Elaine PEN,Female,Alternate Athlete,NED,Netherlands,Netherlands,Netherlands,Netherlands,NED,02/02/1990,LEIDEN,Netherlands,LEIDEN,Netherlands,"Dutch, English"
SCHOLTENS Emmelie,SCHOLTENS E,Emmelie SCHOLTENS,Female,Athlete,NED,Netherlands,Netherlands,Netherlands,Netherlands,NED,27/10/1985,GRONINGEN,Netherlands,GORINCHEM,Netherlands,"Dutch, English"
SMOLDERS Harrie,SMOLDERS H,Harrie SMOLDERS,Male,Athlete,NED,Netherlands,Netherlands,Netherlands,Netherlands,NED,10/05/1980,"LAGE MIERDE, BRABANT",Netherlands,"LAGE MIERDE, BRABANT",Netherlands,"Dutch, English"
van der VLEUTEN Maikel,van der VLEUTEN M,Maikel van der VLEUTEN,Male,Athlete,NED,Netherlands,Netherlands,Netherlands,Netherlands,NED,10/02/1988,GELDROP,Netherlands,SOMEREN,Netherlands,"Dutch, English"
ADESHINA Temitope Simbiat,ADESHINA TS,Temitope Simbiat ADESHINA,Female,Athlete,NGR,Nigeria,Nigeria,Nigeria,Nigeria,NGR,11/11/1998,OFFA,Nigeria,"LUBBOCK, TX",Nigeria,English
EGOROV Vladimir,EGOROV V,Vladimir EGOROV,Male,Athlete,MKD,North Macedonia,North Macedonia,North Macedonia,North Macedonia,MKD,27/06/1995,,Russian Federation,,,Russian
NNAMDI Chinecherem,NNAMDI C,Chinecherem NNAMDI,Male,Athlete,NGR,Nigeria,Nigeria,Nigeria,Nigeria,NGR,12/07/2002,,Nigeria,"WACO, TX",United States,English
CHOUGKAZ Nikos,CHOUGKAZ N,Nikos CHOUGKAZ,Male,Athlete,GRE,Greece,Greece,Greece,Greece,GRE,04/10/2000,ATHENS,Greece,,,"English, Greek"
KONTOU Dimitra,KONTOU D,Dimitra KONTOU,Female,Athlete,GRE,Greece,Greece,Greece,Greece,GRE,23/09/2005,MYTILENE,Greece,,,Greek
NTOUSKOS Stefanos,NTOUSKOS S,Stefanos NTOUSKOS,Male,Athlete,GRE,Greece,Greece,Greece,Greece,GRE,29/03/1997,IOANNINA,Greece,IOANNINA,Greece,"English, Greek"
WALKUP Thomas,WALKUP T,Thomas WALKUP,Male,Athlete,GRE,Greece,Greece,Greece,Greece,GRE,30/12/1992,"PASADENA, TX",United States,,,English
ANASTASIADOU Evangelia,ANASTASIADOU E,Evangelia ANASTASIADOU,Female,Athlete,GRE,Greece,Greece,Greece,Greece,GRE,16/03/2002,KASTORIA,Greece,KASTORIA,Greece,Greek
ABBAS Omar,ABBAS O,Omar ABBAS,Male,Athlete,SYR,Syria,Syrian Arab Republic,Syria,Syrian Arab Republic,SYR,02/03/1999,,Syria,QLD,Australia,"Arabic, English"
PAPAKONSTANTINOU Antonios,PAPAKONSTANTINOU A,Antonios PAPAKONSTANTINOU,Male,Athlete,GRE,Greece,Greece,Greece,Greece,GRE,18/03/1999,,,ATHENS,Greece,Greek
MUSONDA Catherine,MUSONDA C,Catherine MUSONDA,Female,Athlete,ZAM,Zambia,Zambia,Zambia,Zambia,ZAM,20/02/1998,,Zambia,,Israel,English
BOURMPOU Christina,BOURMPOU C,Christina BOURMPOU,Female,Athlete,GRE,Greece,Greece,Greece,Greece,GRE,21/10/2000,THESSALONIKI,Greece,,,"English, Greek"
GKAIDATZIS Petros,GKAIDATZIS P,Petros GKAIDATZIS,Male,Athlete,GRE,Greece,Greece,Greece,Greece,GRE,25/11/2000,THESSALONIKI,Greece,ATHENS,Greece,Greek
FITSIOU Zoi,FITSIOU Z,Zoi FITSIOU,Female,Athlete,GRE,Greece,Greece,Greece,Greece,GRE,14/09/1995,THESSALONIKI,Greece,,,Greek
FLOOD Stacey,FLOOD S,Stacey FLOOD,Female,Athlete,IRL,Ireland,Ireland,Ireland,Ireland,IRL,05/08/1996,DUBLIN,Ireland,DUBLIN,Ireland,English
DOUEIHY Simon,DOUEIHY S,Simon DOUEIHY,Male,Athlete,LBN,Lebanon,Lebanon,Lebanon,Lebanon,LBN,24/05/2002,,,,,"Arabic, English"
BAKER Kathy,BAKER K,Kathy BAKER,Female,Athlete,IRL,Ireland,Ireland,Ireland,Ireland,IRL,23/06/1998,,,DUBLIN,Ireland,English
WATANABE Kiyomi,WATANABE K,Kiyomi WATANABE,Female,Athlete,PHI,Philippines,Philippines,Philippines,Philippines,PHI,25/08/1996,"FUJIYOSHIDA-SHI, YAMANASHI",Japan,"NISHITOKYO-SHI, TOKYO",Japan,"English, Filipino, Japanese"
EL HAJJ Lynn,EL HAJJ L,Lynn EL HAJJ,Female,Athlete,LBN,Lebanon,Lebanon,Lebanon,Lebanon,LBN,05/03/2007,,Lebanon,,,English
PAYNE Toni,PAYNE T,Toni PAYNE,Female,Athlete,NGR,Nigeria,Nigeria,Nigeria,Nigeria,NGR,22/04/1995,"BIRMINGHAM, AL",United States,,Spain,"English, Italian, Spanish"
PAYNE Nicole,PAYNE N,Nicole PAYNE,Female,Athlete,NGR,Nigeria,Nigeria,Nigeria,Nigeria,NGR,18/01/2001,"BIRMINGHAM, AL",United States,,United States,"English, French"
PEYRE MITILLA Oscar Cyusa,PEYRE MITILLA OC,Oscar Cyusa PEYRE MITILLA,Male,Athlete,RWA,Rwanda,Rwanda,Rwanda,Rwanda,RWA,27/04/2005,,,,France,French
RUTTER Amber Jo,RUTTER AJ,Amber Jo RUTTER,Female,Athlete,GBR,Great Britain,Great Britain,Great Britain,Great Britain,GBR,21/08/1997,WINDSOR,Great Britain,BERKSHIRE,Great Britain,English
SZPERKIEWICZ Katarzyna,SZPERKIEWICZ K,Katarzyna SZPERKIEWICZ,Female,Athlete,POL,Poland,Poland,Poland,Poland,POL,23/05/2001,,Poland,POZNAN,Poland,Polish
IRISHURA Lois Eliora,IRISHURA LE,Lois Eliora IRISHURA,Female,Athlete,BDI,Burundi,Burundi,Burundi,Burundi,BDI,15/04/2010,,,,,French
WILOMBE Mary,WILOMBE M,Mary WILOMBE,Female,Athlete,ZAM,Zambia,Zambia,Zambia,Zambia,ZAM,22/09/1997,,,ZAMBIA,,
MOCENACAGI Sevuloni,MOCENACAGI S,Sevuloni MOCENACAGI,Male,Athlete,FIJ,Fiji,Fiji,Fiji,Fiji,FIJ,29/06/1990,NUKUILAU,Fiji,,,English
PLOCK Jonah,PLOCK J,Jonah PLOCK,Male,Athlete,SUI,Switzerland,Switzerland,Switzerland,Switzerland,SUI,27/05/1998,,,RAPPERSWIL-JONA,Switzerland,"English, French, German"
JANZEN Aurelia-Maxima Katharina,JANZEN AMK,Aurelia-Maxima Katharina JANZEN,Female,Athlete,SUI,Switzerland,Switzerland,Switzerland,Switzerland,SUI,27/12/2003,,,BERN,Switzerland,German
JAYET Maud,JAYET M,Maud JAYET,Female,Athlete,SUI,Switzerland,Switzerland,Switzerland,Switzerland,SUI,03/04/1996,LAUSANNE,Switzerland,LAUSANNE,Switzerland,"English, French, German"
JOHNER Melody,JOHNER M,Melody JOHNER,Female,Athlete,SUI,Switzerland,Switzerland,Switzerland,Switzerland,SUI,07/03/1984,MONTHEY,Switzerland,LAUSANNE,Switzerland,French
JOSEPH Jason,JOSEPH J,Jason JOSEPH,Male,Athlete,SUI,Switzerland,Switzerland,Switzerland,Switzerland,SUI,11/10/1998,BASEL,Switzerland,OBERWIL,Switzerland,"English, German"
JURT Anna,JURT A,Anna JURT,Female,Athlete,SUI,Switzerland,Switzerland,Switzerland,Switzerland,SUI,29/12/2001,,,BERN,Switzerland,German
KAELIN Annik,KAELIN A,Annik KAELIN,Female,Athlete,SUI,Switzerland,Switzerland,Switzerland,Switzerland,SUI,27/04/2000,,,,,German
KAMBUNDJI Ditaji,KAMBUNDJI D,Ditaji KAMBUNDJI,Female,Athlete,SUI,Switzerland,Switzerland,Switzerland,Switzerland,SUI,20/05/2002,BERN,Switzerland,BERN,Switzerland,"English, French, German"
KAMBUNDJI Mujinga,KAMBUNDJI M,Mujinga KAMBUNDJI,Female,Athlete,SUI,Switzerland,Switzerland,Switzerland,Switzerland,SUI,17/06/1992,BERN,Switzerland,BERN,Switzerland,"English, French, German"
KELLER Alessandra,KELLER A,Alessandra KELLER,Female,Athlete,SUI,Switzerland,Switzerland,Switzerland,Switzerland,SUI,27/01/1996,,,ENNETBUERGEN,Switzerland,"English, German"
KORA Salome,KORA S,Salome KORA,Female,Athlete,SUI,Switzerland,Switzerland,Switzerland,Switzerland,SUI,08/06/1994,ST. GALLEN,Switzerland,ST. GALLEN,Switzerland,"English, French, German"
KUENG Stefan,KUENG S,Stefan KUENG,Male,Athlete,SUI,Switzerland,Switzerland,Switzerland,Switzerland,SUI,16/11/1993,WIL,Switzerland,WIL,Switzerland,"English, French"
KUENZI Tobias,KUENZI T,Tobias KUENZI,Male,Athlete,SUI,Switzerland,Switzerland,Switzerland,Switzerland,SUI,18/02/1998,UNTERSIGGENTHAL,Switzerland,AARGAU,Switzerland,German
LANGE Maurin,LANGE M,Maurin LANGE,Male,Athlete,SUI,Switzerland,Switzerland,Switzerland,Switzerland,SUI,03/09/2000,,,KRIENS,Switzerland,"English, German, Italian"
LANGENEGGER Florian,LANGENEGGER F,Florian LANGENEGGER,Male,Athlete,SUI,Switzerland,Switzerland,Switzerland,Switzerland,SUI,26/03/2003,BUHLER,Switzerland,,Switzerland,"English, German"
LEHMANN Sascha,LEHMANN S,Sascha LEHMANN,Male,Athlete,SUI,Switzerland,Switzerland,Switzerland,Switzerland,SUI,03/02/1998,BERN,Switzerland,,Switzerland,German
LENGWILER Elena,LENGWILER E,Elena LENGWILER,Female,Athlete,SUI,Switzerland,Switzerland,Switzerland,Switzerland,SUI,01/06/1996,WALD,Switzerland,ST. GALLEN,Switzerland,"English, French, German"
LEONE Chiara,LEONE C,Chiara LEONE,Female,Athlete,SUI,Switzerland,Switzerland,Switzerland,Switzerland,SUI,15/06/1998,RHEINFELDEN,Switzerland,BIEL,Switzerland,"English, French, German"
LIECHTI Jasmin,LIECHTI J,Jasmin LIECHTI,Female,Alternate Athlete,SUI,Switzerland,Switzerland,Switzerland,Switzerland,SUI,09/10/2002,,,,,
LIESS Nils,LIESS N,Nils LIESS,Male,Athlete,SUI,Switzerland,Switzerland,Switzerland,Switzerland,SUI,24/08/1996,GENEVA,Switzerland,GENEVA,Switzerland,"English, French, German"
LOETSCHER Lisa,LOETSCHER L,Lisa LOETSCHER,Female,Athlete,SUI,Switzerland,Switzerland,Switzerland,Switzerland,SUI,11/07/2000,,,MEGGEN,Switzerland,"English, German"
MAMIE Lisa,MAMIE L,Lisa MAMIE,Female,Athlete,SUI,Switzerland,Switzerland,Switzerland,Switzerland,SUI,27/10/1998,ZURICH,Switzerland,ZURICH,Switzerland,"English, French, German, Italian"
MARQUART Simon,MARQUART S,Simon M. MARQUART,Male,Athlete,SUI,Switzerland,Switzerland,Switzerland,Switzerland,SUI,01/11/1996,ZURICH,Switzerland,WINTERTHUR,Switzerland,"English, German"
MARX Alena,MARX A,Alena MARX,Female,Athlete,SUI,Switzerland,Switzerland,Switzerland,Switzerland,SUI,21/12/2000,BERN,Switzerland,BERN,Switzerland,"English, French, German"
MERMOD Yves,MERMOD Y,Yves MERMOD,Male,Athlete,SUI,Switzerland,Switzerland,Switzerland,Switzerland,SUI,17/12/1996,THUN,Switzerland,BERN,Switzerland,"English, French"
METRAUX Morgane,METRAUX M,Morgane METRAUX,Female,Athlete,SUI,Switzerland,Switzerland,Switzerland,Switzerland,SUI,18/03/1997,LAUSANNE,Switzerland,"LAKE NONA, FL",United States,"English, French, German"
MINDER Nadja,MINDER N,Nadja MINDER,Female,Alternate Athlete,SUI,Switzerland,Switzerland,Switzerland,Switzerland,SUI,09/02/2000,HORBEN,Switzerland,ILLNAU,Switzerland,"German, Swiss German"
MITYUKOV Roman,MITYUKOV R,Roman MITYUKOV,Male,Athlete,SUI,Switzerland,Switzerland,Switzerland,Switzerland,SUI,30/07/2000,,,GENEVA,Switzerland,"English, French"
MOSER Angelica,MOSER A,Angelica MOSER,Female,Athlete,SUI,Switzerland,Switzerland,Switzerland,Switzerland,SUI,09/10/1997,"PLANO, TX",United States,ANDELFINGEN,Switzerland,"English, French, German"
MUMENTHALER Timothe,MUMENTHALER T,Timothe MUMENTHALER,Male,Athlete,SUI,Switzerland,Switzerland,Switzerland,Switzerland,SUI,12/12/2002,GENEVA,Switzerland,LAUSANNE,Switzerland,"English, French"
NDIAYE Binta,NDIAYE B,Binta NDIAYE,Female,Athlete,SUI,Switzerland,Switzerland,Switzerland,Switzerland,SUI,04/10/2004,"LAUSANNE, VAUD",Switzerland,"LE MONT-SUR-LAUSANNE, VAUD",Switzerland,"English, French, German"
NIEDERBERGER Julia,NIEDERBERGER J,Julia NIEDERBERGER,Female,Athlete,SUI,Switzerland,Switzerland,Switzerland,Switzerland,SUI,17/01/2000,,,BUOCHS,Switzerland,German
PELLAUD Rachel,PELLAUD R,Rachel PELLAUD,Female,Athlete,SUI,Switzerland,Switzerland,Switzerland,Switzerland,SUI,08/03/1995,,Mauritius,BIEL/BIENNE,Switzerland,"English, French"
PETRUCCIANI Ricky,PETRUCCIANI R,Ricky PETRUCCIANI,Male,Athlete,SUI,Switzerland,Switzerland,Switzerland,Switzerland,SUI,30/06/2000,LOCARNO,Switzerland,LOCARNO,Switzerland,"German, Italian"
POINTET Leonie,POINTET L,Leonie POINTET,Female,Athlete,SUI,Switzerland,Switzerland,Switzerland,Switzerland,SUI,17/02/2001,,,JONGNY,Switzerland,French
PONTI Noe,PONTI N,Noe PONTI,Male,Athlete,SUI,Switzerland,Switzerland,Switzerland,Switzerland,SUI,01/06/2001,LOCARNO,Switzerland,QUARTINO,Switzerland,"English, French, German, Italian"
RAESS Jonas,RAESS J,Jonas RAESS,Male,Athlete,SUI,Switzerland,Switzerland,Switzerland,Switzerland,SUI,08/03/1994,,,ZURICH,Switzerland,"English, German"
REAIS William,REAIS W,William REAIS,Male,Athlete,SUI,Switzerland,Switzerland,Switzerland,Switzerland,SUI,04/05/1999,CHUR,Switzerland,CHUR,Switzerland,English
ROEOESLI Roman,ROEOESLI R,Roman ROEOESLI,Male,Athlete,SUI,Switzerland,Switzerland,Switzerland,Switzerland,SUI,22/09/1993,NEUENKIRCH,Switzerland,LUCERNE,Switzerland,"English, German"
ROSAMILIA Valentina,ROSAMILIA V,Valentina ROSAMILIA,Female,Athlete,SUI,Switzerland,Switzerland,Switzerland,Switzerland,SUI,27/01/2003,AARAU,Switzerland,,Switzerland,"English, German"
ROTH Tim,ROTH T,Tim ROTH,Male,Athlete,SUI,Switzerland,Switzerland,Switzerland,Switzerland,SUI,23/09/2001,DUISBURG,Switzerland,BERIKON,Switzerland,"English, German"
RUEEGG Noemi,RUEEGG N,Noemi RUEEGG,Female,Athlete,SUI,Switzerland,Switzerland,Switzerland,Switzerland,SUI,19/04/2001,SCHOEFFLISDORF,Switzerland,,,"English, French, German"
OCHONOGOR Prestina Oluchi,OCHONOGOR PO,Prestina Oluchi OCHONOGOR,Female,Athlete,NGR,Nigeria,Nigeria,Nigeria,Nigeria,NGR,03/07/2006,,,BENIN CITY,Nigeria,English
SCHNEITER Sebastien,SCHNEITER S,Sebastien SCHNEITER,Male,Athlete,SUI,Switzerland,Switzerland,Switzerland,Switzerland,SUI,24/09/1995,MARTIGNY,Switzerland,GENEVA,Switzerland,"English, French"
BEKELE Helen,BEKELE H,Helen BEKELE,Female,Athlete,SUI,Switzerland,Switzerland,Switzerland,Switzerland,SUI,21/11/1994,,Ethiopia,GENEVA,Switzerland,French
SCHAR Cathia,SCHAR C,Cathia SCHAR,Female,Athlete,SUI,Switzerland,Switzerland,Switzerland,Switzerland,SUI,20/10/2001,MOUDON,Switzerland,MEZIERES,Switzerland,"English, German"
SCHAETZLE Kai,SCHAETZLE K,Kai SCHAETZLE,Male,Athlete,SUI,Switzerland,Switzerland,Switzerland,Switzerland,SUI,22/09/2000,,,LUCERNE,Switzerland,"English, French, German"
SCHAEUBLE Jan,SCHAEUBLE J,Jan SCHAEUBLE,Male,Athlete,SUI,Switzerland,Switzerland,Switzerland,Switzerland,SUI,29/12/1999,,Switzerland,ZURICH,Switzerland,"English, German"
SCHLUMPF Fabienne,SCHLUMPF F,Fabienne SCHLUMPF,Female,Athlete,SUI,Switzerland,Switzerland,Switzerland,Switzerland,SUI,17/11/1990,WETZIKON,Switzerland,ZURICH,Switzerland,German
SCHMITZ Edouard,SCHMITZ E,Edouard SCHMITZ,Male,Athlete,SUI,Switzerland,Switzerland,Switzerland,Switzerland,SUI,12/08/1999,ZURICH,Switzerland,ZURICH,Switzerland,"French, German"
