name,name_short,name_tv,gender,function,country_code,country,country_long,nationality,nationality_long,nationality_code,birth_date,birth_place,birth_country,residence_place,residence_country,lang
DUNFEE Evan,DUNFEE E,Evan DUNFEE,Male,Athlete,CAN,Canada,Canada,Canada,Canada,CAN,28/09/1990,"RICHMOND, BC",Canada,"VANCOUVER, BC",Canada,English
ELMORE Malindi,ELMORE M,Malindi ELMORE,Female,Athlete,CAN,Canada,Canada,Canada,Canada,CAN,13/03/1980,"KELOWNA, BC",Canada,"KELOWNA, BC",Canada,"English, French"
EMMANUEL-AHYE Crystal,EMMANUEL-AHYE C,Crystal EMMANUEL-AHYE,Female,Athlete,CAN,Canada,Canada,Canada,Canada,CAN,27/11/1991,"SCARBOROUGH, ON",Canada,,,English
FAFARD Thomas,FAFARD T,Thomas FAFARD,Male,Athlete,CAN,Canada,Canada,Canada,Canada,CAN,06/12/1998,"REPENTIGNY, QC",Canada,"REPENTIGNY, QC",Canada,"English, French"
FLANAGAN Benjamin,FLANAGAN B,Benjamin FLANAGAN,Male,Athlete,CAN,Canada,Canada,Canada,Canada,CAN,11/01/1995,"KITCHENER, ON",Canada,"ANN ARBOR, MI",United States,English
GALE Lauren,GALE L,Lauren GALE,Female,Athlete,CAN,Canada,Canada,Canada,Canada,CAN,01/01/2000,"FREDERICTON, NB",Canada,,,English
HAMILTON Rowan,HAMILTON R,Rowan HAMILTON,Male,Athlete,CAN,Canada,Canada,Canada,Canada,CAN,29/01/2000,"CHILLIWACK, BC",Canada,"BERKELEY, CA",United States,English
HARRISON Michelle,HARRISON M,Michelle HARRISON,Female,Athlete,CAN,Canada,Canada,Canada,Canada,CAN,06/12/1992,"SASKATOON, SK",Canada,"SASKATOON, SK",Canada,English
SCOTT Briana,SCOTT B,Briana SCOTT,Female,Athlete,CAN,Canada,Canada,Canada,Canada,CAN,27/06/1990,"VANCOUVER, BC",Canada,"VANCOUVER, BC",Canada,English
KATZBERG Ethan,KATZBERG E,Ethan KATZBERG,Male,Athlete,CAN,Canada,Canada,Canada,Canada,CAN,05/04/2002,"NANAIMO, BC",Canada,"KAMLOOPS, BC",Canada,English
KEENAN Adam,KEENAN A,Adam KEENAN,Male,Athlete,CAN,Canada,Canada,Canada,Canada,CAN,26/09/1993,"VICTORIA, BC",Canada,"VICTORIA, BC",Canada,English
LECLAIR Marie-Eloise,LECLAIR ME,Marie-Eloise LECLAIR,Female,Athlete,CAN,Canada,Canada,Canada,Canada,CAN,10/09/2002,"MONTREAL, QC",Canada,"MONTREAL, QC",Canada,"English, French"
LEDUC Audrey,LEDUC A,Audrey LEDUC,Female,Athlete,CAN,Canada,Canada,Canada,Canada,CAN,09/03/1999,,Canada,"GATINEAU, QC",Canada,"English, French"
LEVINS Cameron,LEVINS C,Cameron LEVINS,Male,Athlete,CAN,Canada,Canada,Canada,Canada,CAN,28/03/1989,"CAMPBELL RIVER, BC",Canada,"PORTLAND, OR",United States,English
LINKLETTER Rory,LINKLETTER R,Rory LINKLETTER,Male,Athlete,CAN,Canada,Canada,Canada,Canada,CAN,12/08/1996,"CALGARY, AB",Canada,"PROVO, UT",United States,English
LUMB Kieran,LUMB K,Kieran LUMB,Male,Athlete,CAN,Canada,Canada,Canada,Canada,CAN,02/08/1998,"VANCOUVER, BC",Canada,"SEATTLE, WA",United States,English
LUNDMAN Olivia,LUNDMAN O,Olivia LUNDMAN,Female,Athlete,CAN,Canada,Canada,Canada,Canada,CAN,03/01/2003,"NANAIMO, BC",Canada,"LANTZVILLE, BC",Canada,English
MADOGO Jacqueline,MADOGO J,Jacqueline MADOGO,Female,Athlete,CAN,Canada,Canada,Canada,Canada,CAN,14/04/2000,KINSHASA,DR Congo,GUELPH,Canada,"English, French"
McCABE Ceili,McCABE C,Ceili McCABE,Female,Athlete,CAN,Canada,Canada,Canada,Canada,CAN,17/09/2001,"VANCOUVER, BC",Canada,"MORGANTOWN, WV",United States,English
McCREATH Sade,McCREATH S,Sade McCREATH,Female,Athlete,CAN,Canada,Canada,Canada,Canada,CAN,25/06/1996,,,,,English
MITTON Sarah,MITTON S,Sarah MITTON,Female,Athlete,CAN,Canada,Canada,Canada,Canada,CAN,20/06/1996,"LIVERPOOL, NS",Canada,"TORONTO, ON",Canada,"English, French"
MORALES-WILLIAMS Christopher,MORALES-WILLIAMS C,Christopher MORALES-WILLIAMS,Male,Athlete,CAN,Canada,Canada,Canada,Canada,CAN,05/08/2004,"MISSISSAUGA, ON",Canada,"MAPLE, ON",Canada,"English, Spanish"
MURRAY Malachi,MURRAY M,Malachi MURRAY,Male,Alternate Athlete,CAN,Canada,Canada,Canada,Canada,CAN,18/03/2000,"EDMONTON, AB",Canada,"EDMONTON, AB",Canada,English
NEWELL Anicka,NEWELL A,Anicka NEWELL,Female,Athlete,CAN,Canada,Canada,Canada,Canada,CAN,05/08/1993,"DENTON, TX",United States,"NEW BRAUNFELS, TX",United States,English
NEWMAN Alysha,NEWMAN A,Alysha NEWMAN,Female,Athlete,CAN,Canada,Canada,Canada,Canada,CAN,29/06/1994,"LONDON, ON",Canada,"TORONTO, ON",Canada,"English, French"
PHILIBERT-THIBOUTOT Charles,PHILIBERT-THIBOUT,Charles PHILIBERT-THIBOUTOT,Male,Athlete,CAN,Canada,Canada,Canada,Canada,CAN,31/12/1990,"QUEBEC CITY, QC",Canada,"QUEBEC CITY, QC",Canada,"English, French"
PLOURDE Simone,PLOURDE S,Simone PLOURDE,Female,Athlete,CAN,Canada,Canada,Canada,Canada,CAN,08/07/2000,"MONTREAL, QC",Canada,"MONTREAL, QC",Canada,"English, French"
PRICE Madeline,PRICE M,Madeline PRICE,Female,Alternate Athlete,CAN,Canada,Canada,Canada,Canada,CAN,11/09/1995,"PALO ALTO, CA",United States,"DURHAM, NC",United States,English
CARROLL Sydney,CARROLL S,Sydney CARROLL,Female,Alternate Athlete,CAN,Canada,Canada,Canada,Canada,CAN,15/11/2002,"ST. JOHN'S, NL",Canada,"MONTREAL, QC",Canada,English
FINN Scarlett,FINN S,Scarlett FINN,Female,Athlete,CAN,Canada,Canada,Canada,Canada,CAN,25/02/2002,"TORONTO, ON",Canada,"MONTREAL, QC",Canada,English
LAMOTHE Audrey,LAMOTHE A,Audrey LAMOTHE,Female,Athlete,CAN,Canada,Canada,Canada,Canada,CAN,18/02/2005,"LAVAL, QC",Canada,"MONTREAL, QC",Canada,English
NEWMAN Jonnie,NEWMAN J,Jonnie NEWMAN,Female,Athlete,CAN,Canada,Canada,Canada,Canada,CAN,07/03/2006,"GRAND PRAIRIE, AB",Canada,,,English
PLANTE Raphaelle,PLANTE R,Raphaelle PLANTE,Female,Athlete,CAN,Canada,Canada,Canada,Canada,CAN,19/08/2002,VIENNA,Austria,,,English
PRIDDELL Kenzie,PRIDDELL K,Kenzie PRIDDELL,Female,Athlete,CAN,Canada,Canada,Canada,Canada,CAN,08/07/1997,"REGINA, SK",Canada,"MONTREAL, QC",Canada,English
SCHEFFEL Claire,SCHEFFEL C,Claire SCHEFFEL,Female,Athlete,CAN,Canada,Canada,Canada,Canada,CAN,19/09/2003,"BRANTFORD, ON",Canada,"MONTREAL, QC",Canada,English
SIMONEAU Jacqueline,SIMONEAU J,Jacqueline SIMONEAU,Female,Athlete,CAN,Canada,Canada,Canada,Canada,CAN,29/09/1996,"MONTREAL, QC",Canada,"MONTREAL, QC",Canada,"English, French"
TREMBLAY Florence,TREMBLAY F,Florence TREMBLAY,Female,Athlete,CAN,Canada,Canada,Canada,Canada,CAN,13/07/2004,"RIMOUSKI, QC",Canada,,,"English, French"
RODNEY Brendon,RODNEY B,Brendon RODNEY,Male,Athlete,CAN,Canada,Canada,Canada,Canada,CAN,09/04/1992,"ETOBICOKE, ON",Canada,"BRAMPTON, ON",Canada,English
ROGERS Camryn,ROGERS C,Camryn ROGERS,Female,Athlete,CAN,Canada,Canada,Canada,Canada,CAN,07/06/1999,"RICHMOND, BC",Canada,"BERKELEY, CA",United States,English
SHERAR Zoe,SHERAR Z,Zoe SHERAR,Female,Athlete,CAN,Canada,Canada,Canada,Canada,CAN,07/11/1999,"TORONTO, ON",Canada,"TORONTO, ON",Canada,English
SHUKLA Jazz,SHUKLA J,Jazz SHUKLA,Female,Athlete,CAN,Canada,Canada,Canada,Canada,CAN,24/08/1998,,Canada,"TORONTO, ON",Canada,English
STAFFORD Lucia,STAFFORD L,Lucia STAFFORD,Female,Athlete,CAN,Canada,Canada,Canada,Canada,CAN,17/08/1998,"LONDON, ON",Canada,,,"English, French, Spanish"
STIVERNE Aiyanna,STIVERNE A,Aiyanna STIVERNE,Female,Athlete,CAN,Canada,Canada,Canada,Canada,CAN,20/02/1995,"MIAMI, FL",United States,"LAVAL, QC",Canada,"English, French"
SUTHERLAND Savannah,SUTHERLAND S,Savannah SUTHERLAND,Female,Athlete,CAN,Canada,Canada,Canada,Canada,CAN,07/08/2003,"BORDEN, SK",Canada,"ANN ARBOR, MI",United States,English
THORNE Craig,THORNE C,Craig THORNE,Male,Athlete,CAN,Canada,Canada,Canada,Canada,CAN,03/01/2001,"MIRAMACHI, NB",Canada,"GUELPH, ON",Canada,English
WARNER Damian,WARNER D,Damian WARNER,Male,Athlete,CAN,Canada,Canada,Canada,Canada,CAN,04/11/1989,"LONDON, ON",Canada,"LONDON, ON",Canada,English
YEE Regan,YEE R,Regan YEE,Female,Athlete,CAN,Canada,Canada,Canada,Canada,CAN,04/07/1995,"SOUTH HAZELTON, BC",Canada,"FLAGSTAFF, AZ",United States,English
DEMEHIN Blessing,DEMEHIN B,Blessing DEMEHIN,Female,Athlete,NGR,Nigeria,Nigeria,Nigeria,Nigeria,NGR,13/03/2002,ONDO,Nigeria,REIMS,France,"English, French"
TAHIF Adil,TAHIF A,Adil TAHIF,Male,Athlete,MAR,Morocco,Morocco,Morocco,Morocco,MAR,24/02/2001,CASABLANCA,Morocco,,Morocco,"Arabic, French"
CHILESHE Rhoda,CHILESHE R,Rhoda CHILESHE,Female,Athlete,ZAM,Zambia,Zambia,Zambia,Zambia,ZAM,08/05/1998,,,,,English
RODRIGUEZ TENORIO Jose Gabriel,RODRIGUEZ TENORIO,Jose Gabriel RODRIGUEZ TENORIO,Male,Athlete,ECU,Ecuador,Ecuador,Ecuador,Ecuador,ECU,04/06/1997,,Ecuador,GUAYAQUIL,Ecuador,Spanish
KANU Uchenna,KANU U,Uchenna KANU,Female,Athlete,NGR,Nigeria,Nigeria,Nigeria,Nigeria,NGR,20/06/1997,ABIA,Nigeria,,United States,"English, Igbo, Nigerian Pidgin"
BALLARD Erynn,BALLARD E,Erynn BALLARD,Female,Athlete,CAN,Canada,Canada,Canada,Canada,CAN,13/09/1980,"OAKVILLE, ON",Canada,"PALGRAVE, ON",Canada,English
CARIER BERGERON Camille,CARIER BERGERON C,Camille CARIER BERGERON,Female,Athlete,CAN,Canada,Canada,Canada,Canada,CAN,21/03/2000,"MASCOUCHE, QC",Canada,"LAVAL, QC",,"English, French"
DESLAURIERS Mario,DESLAURIERS M,Mario DESLAURIERS,Male,Athlete,CAN,Canada,Canada,Canada,Canada,CAN,23/02/1965,"SAINT-JEAN, QC",Canada,"NEW YORK, NY",United States,"English, French"
PHOENIX Jessica,PHOENIX J,Jessica PHOENIX,Female,Athlete,CAN,Canada,Canada,Canada,Canada,CAN,16/10/1983,"UXBRIDGE, ON",Canada,"UXBRIDGE, ON",Canada,English
FOSTER Tiffany,FOSTER T,Tiffany FOSTER,Female,Athlete,CAN,Canada,Canada,Canada,Canada,CAN,24/07/1984,,Canada,"LANGLEY, BC",Canada,English
IRVING Jill,IRVING J,Jill IRVING,Female,Athlete,CAN,Canada,Canada,Canada,Canada,CAN,04/04/1963,"SUDBURY, ON",Canada,"MONCTON, NB",Canada,"English, French"
LOACH Colleen,LOACH C,Colleen LOACH,Female,Alternate Athlete,CAN,Canada,Canada,Canada,Canada,CAN,10/04/1983,"SHERBROOKE, QC",Canada,"DUNHAM, QC",Canada,"English, French"
MILLAR Amy,MILLAR A,Amy MILLAR,Female,Alternate Athlete,CAN,Canada,Canada,Canada,Canada,CAN,14/02/1977,"OTTAWA, ON",Canada,"PERTH, ON",Canada,English
MOREIRA LALIBERTE Naima,MOREIRA LALIBERTE,Naima MOREIRA LALIBERTE,Female,Athlete,CAN,Canada,Canada,Canada,Canada,CAN,30/10/1996,"MONTREAL, QC",Canada,"MONTREAL, QC",Canada,"English, French"
SLEZAK Karl,SLEZAK K,Karl SLEZAK,Male,Athlete,CAN,Canada,Canada,Canada,Canada,CAN,14/12/1981,"TORONTO, ON",Canada,"TOTTENHAM, ON",Canada,English
von MARTELS Chris,von MARTELS C,Chris von MARTELS,Male,Athlete,CAN,Canada,Canada,Canada,Canada,CAN,13/10/1982,"CHATHAM, ON",Canada,"WELLINGTON, FL",United States,English
WINTER Michael,WINTER M,Michael WINTER,Male,Athlete,CAN,Canada,Canada,Canada,Canada,CAN,16/08/1974,TORONTO,Canada,CHEDWORTH,Great Britain,English
CONGO CHALA Gerlon Gilmar,CONGO CHALA GG,Gerlon Gilmar CONGO CHALA,Male,Athlete,ECU,Ecuador,Ecuador,Ecuador,Ecuador,ECU,01/03/2001,IMBABURA,Ecuador,,Ecuador,Spanish
ACHONWA Natalie,ACHONWA N,Natalie ACHONWA,Female,Athlete,CAN,Canada,Canada,Canada,Canada,CAN,22/11/1992,"TORONTO, ONTARIO",Canada,,,"English, French"
ALEXANDER Kayla,ALEXANDER K,Kayla ALEXANDER,Female,Athlete,CAN,Canada,Canada,Canada,Canada,CAN,05/01/1991,"NORTH YORK, ON",Canada,"MILTON, ON",Canada,"English, French"
ALEXANDER-WALKER Nickeil,ALEXANDER-WALKER N,Nickeil ALEXANDER-WALKER,Male,Athlete,CAN,Canada,Canada,Canada,Canada,CAN,02/09/1998,"TORONTO, ON",Canada,,,English
AMIHERE Laeticia,AMIHERE L,Laeticia AMIHERE,Female,Athlete,CAN,Canada,Canada,Canada,Canada,CAN,10/07/2001,"MISSISSAUGA, ON",Canada,"COLUMBIA, SC",United States,"English, French"
BARRETT Rj,BARRETT R,Rj BARRETT,Male,Athlete,CAN,Canada,Canada,Canada,Canada,CAN,14/06/2000,"TORONTO, ONTARIO",Canada,,,"English., French"
BIRCH Khem,BIRCH K,Khem BIRCH,Male,Athlete,CAN,Canada,Canada,Canada,Canada,CAN,28/09/1992,"MONTREAL, QC",Canada,,,English
BOSCH Kacie,BOSCH K,Kacie BOSCH,Female,Athlete,CAN,Canada,Canada,Canada,Canada,CAN,20/11/1996,,,"LETHBRIDGE, AB",Canada,English
BROOKS Dillon,BROOKS D,Dillon BROOKS,Male,Athlete,CAN,Canada,Canada,Canada,Canada,CAN,22/01/1996,"MISSISSAUGA, ON",Canada,,,English
CARLETON Bridget,CARLETON B,Bridget CARLETON,Female,Athlete,CAN,Canada,Canada,Canada,Canada,CAN,22/05/1997,"CHATHAM, ON",Canada,,Canada,English
COLLEY Shay,COLLEY S,Shay COLLEY,Female,Athlete,CAN,Canada,Canada,Canada,Canada,CAN,06/01/1996,"HALIFAX, NS",Canada,"TORONTO, ON",Canada,English
CROZON Paige,CROZON P,Paige CROZON,Female,Athlete,CAN,Canada,Canada,Canada,Canada,CAN,05/07/1994,"HUMBOLT, SK",Canada,"LETHBRIDGE, AB",Canada,English
DORT Luguentz,DORT L,Luguentz DORT,Male,Athlete,CAN,Canada,Canada,Canada,Canada,CAN,19/04/1999,"MONTREAL, QC",Canada,,,"English., French., Haitian Creole"
EDWARDS Aaliyah,EDWARDS A,Aaliyah EDWARDS,Female,Athlete,CAN,Canada,Canada,Canada,Canada,CAN,09/07/2002,"KINGSTON, ON",Canada,"KINGSTON, ON",Canada,English
EJIM Melvin,EJIM M,Melvin EJIM,Male,Athlete,CAN,Canada,Canada,Canada,Canada,CAN,04/03/1991,"TORONTO, ON",Canada,,,English
EJIM Yvonne,EJIM Y,Yvonne EJIM,Female,Athlete,CAN,Canada,Canada,Canada,Canada,CAN,09/04/2002,"CALGARY, AB",Canada,,,English
FIELDS Nirra,FIELDS N,Nirra FIELDS,Female,Athlete,CAN,Canada,Canada,Canada,Canada,CAN,03/12/1993,"NEW WESTMINSTER, BC",Canada,,Canada,English
GILGEOUS-ALEXANDER Shai,GILGEOUS-ALEXANDER,Shai GILGEOUS-ALEXANDER,Male,Athlete,CAN,Canada,Canada,Canada,Canada,CAN,12/07/1998,"TORONTO, ON",Canada,,,English
HILL Sami,HILL S,Sami HILL,Female,Athlete,CAN,Canada,Canada,Canada,Canada,CAN,22/11/1994,"TORONTO, ON",Canada,,Canada,English
LYLES Trey,LYLES T,Trey LYLES,Male,Athlete,CAN,Canada,Canada,Canada,Canada,CAN,05/11/1995,"SASKATOON, SK",Canada,,United States,English
MURRAY Jamal,MURRAY J,Jamal MURRAY,Male,Athlete,CAN,Canada,Canada,Canada,Canada,CAN,23/02/1997,"KITCHENER, ON",Canada,,,English
NEMBHARD Andrew,NEMBHARD A,Andrew NEMBHARD,Male,Athlete,CAN,Canada,Canada,Canada,Canada,CAN,16/01/2000,"AURORA, ON",Canada,,,English
NURSE Kia,NURSE K,Kia NURSE,Female,Athlete,CAN,Canada,Canada,Canada,Canada,CAN,22/02/1996,"HAMILTON, ON",Canada,,Canada,English
OLYNYK Kelly,OLYNYK K,Kelly OLYNYK,Male,Athlete,CAN,Canada,Canada,Canada,Canada,CAN,19/04/1991,"TORONTO, ON",Canada,,,English
PLOUFFE Katherine,PLOUFFE K,Katherine PLOUFFE,Female,Athlete,CAN,Canada,Canada,Canada,Canada,CAN,15/09/1992,"EDMONTON, AB",Canada,"EDMONTON, AB",Canada,English
PLOUFFE Michelle,PLOUFFE M,Michelle PLOUFFE,Female,Athlete,CAN,Canada,Canada,Canada,Canada,CAN,15/09/1992,"EDMONTON, AB",Canada,"EDMONTON, AB",Canada,English
POWELL Dwight,POWELL D,Dwight POWELL,Male,Athlete,CAN,Canada,Canada,Canada,Canada,CAN,20/07/1991,"TORONTO, ON",Canada,,,English
PROSPER Cassandre,PROSPER C,Cassandre PROSPER,Female,Athlete,CAN,Canada,Canada,Canada,Canada,CAN,25/06/2005,"MONTREAL, QC",Canada,"MONTREAL, QC",Canada,English
SWORDS Syla,SWORDS S,Syla SWORDS,Female,Athlete,CAN,Canada,Canada,Canada,Canada,CAN,28/01/2006,"SUDBURY, ON",Canada,,Canada,English
PALACIOS ESPINOZA Maria Jose,PALACIOS ESPINOZA,Maria Jose PALACIOS ESPINOZA,Female,Athlete,ECU,Ecuador,Ecuador,Ecuador,Ecuador,ECU,18/10/1998,,Ecuador,CARCHI,Ecuador,Spanish
NNADOZIE Chiamaka,NNADOZIE C,Chiamaka NNADOZIE,Female,Athlete,NGR,Nigeria,Nigeria,Nigeria,Nigeria,NGR,08/12/2000,ORLU,Nigeria,PARIS,France,"English, French"
GONZALEZ Peter,GONZALEZ P,Peter GONZALEZ,Male,Athlete,DOM,Dominican Republic,Dominican Republic,Dominican Republic,Dominican Republic,DOM,25/07/2002,MADRID,Spain,,Spain,Spanish
OHALE Osinachi,OHALE O,Osinachi OHALE,Female,Athlete,NGR,Nigeria,Nigeria,Nigeria,Nigeria,NGR,21/12/1991,OWERRI,Nigeria,,Mexico,English
CAMARA Ousmane,CAMARA O,Ousmane CAMARA,Male,Athlete,GUI,Guinea,Guinea,Guinea,Guinea,GUI,03/11/2001,CONAKRY,Guinea,,France,French
DIALLO Amadou,DIALLO A,Amadou DIALLO,Male,Athlete,GUI,Guinea,Guinea,Guinea,Guinea,GUI,13/07/2006,,France,,France,French
CAMARA Issiaga,CAMARA I,Issiaga CAMARA,Male,Athlete,GUI,Guinea,Guinea,Guinea,Guinea,GUI,02/02/2005,CONAKRY,Guinea,,France,French
DIAWARA Amadou,DIAWARA A,Amadou DIAWARA,Male,Athlete,GUI,Guinea,Guinea,Guinea,Guinea,GUI,17/07/1997,CONAKRY,Guinea,,Belgium,"French, Italian"
LV Yixiao,LV Y,LV Yixiao,Female,Athlete,CHN,China,People's Republic of China,China,People's Republic of China,CHN,11/10/1994,SHANDONG,China,SHANDONG,China,Mandarin
TAI TIN William,TAI TIN W,William TAI TIN,Male,Athlete,SAM,Samoa,Samoa,Samoa,Samoa,SAM,11/06/1985,INVERCARGILL,New Zealand,"MELBOURNE, VIC",Australia,"English, Samoan"
HATCH Jarod,HATCH J,Jarod HATCH,Male,Athlete,PHI,Philippines,Philippines,Philippines,Philippines,PHI,10/12/1998,,,,,English
SANCHEZ Kayla,SANCHEZ K,Kayla SANCHEZ,Female,Athlete,PHI,Philippines,Philippines,Philippines,Philippines,PHI,07/04/2001,SINGAPORE,Singapore,,,English
YULO Carlos Edriel,YULO CE,Carlos Edriel YULO,Male,Athlete,PHI,Philippines,Philippines,Philippines,Philippines,PHI,16/02/2000,MANILA,Philippines,TOKYO,Japan,"English, Filipino, Japanese"
FINNEGAN Aleah,FINNEGAN A,Aleah FINNEGAN,Female,Athlete,PHI,Philippines,Philippines,Philippines,Philippines,PHI,04/01/2003,ST. LOUIS,United States,,,English
LAMA Duana,LAMA D,Duana LAMA,Female,Athlete,NEP,Nepal,Nepal,Nepal,Nepal,NEP,14/07/2006,,Nepal,,Thailand,"English, Nepali"
OKEKE Chidinma,OKEKE C,Chidinma OKEKE,Female,Athlete,NGR,Nigeria,Nigeria,Nigeria,Nigeria,NGR,11/08/2000,WARRI,Nigeria,,Japan,"English, Igbo, Nigerian Pidgin"
OKORONKWO Esther,OKORONKWO E,Esther OKORONKWO,Female,Athlete,NGR,Nigeria,Nigeria,Nigeria,Nigeria,NGR,27/03/1997,UMUAHIA,Nigeria,ZHENGZHOU,China,English
EGNER Maxine,EGNER M,Maxine EGNER,Female,Athlete,BOT,Botswana,Botswana,Botswana,Botswana,BOT,12/07/2004,,,,,Setswana
SIAMFUKO Esther,SIAMFUKO E,Esther SIAMFUKO,Female,Athlete,ZAM,Zambia,Zambia,Zambia,Zambia,ZAM,08/08/2004,CHOMA,Zambia,,Zambia,English
OLUEHI Tochukwu,OLUEHI T,Tochukwu OLUEHI,Female,Athlete,NGR,Nigeria,Nigeria,Nigeria,Nigeria,NGR,02/05/1987,LAGOS,Nigeria,,Saudi Arabia,English
DELGACO Joanie,DELGACO J,Joanie DELGACO,Female,Athlete,PHI,Philippines,Philippines,Philippines,Philippines,PHI,01/03/1998,,,IRIGA CITY,Philippines,"English, Filipino"
ONUMONU Ifeoma,ONUMONU I,Ifeoma ONUMONU,Female,Athlete,NGR,Nigeria,Nigeria,Nigeria,Nigeria,NGR,25/02/1994,"RANCHO CUCAMONGA, CA",United States,,United States,English
CHILUFYA Prisca,CHILUFYA P,Prisca CHILUFYA,Female,Athlete,ZAM,Zambia,Zambia,Zambia,Zambia,ZAM,08/06/1999,KITWE,Zambia,CIUDAD JUAREZ,Mexico,English
LUBANDJI Ochumba,LUBANDJI O,Ochumba LUBANDJI,Female,Athlete,ZAM,Zambia,Zambia,Zambia,Zambia,ZAM,01/07/2001,LUSAKA,Zambia,,Zambia,English
OSHOALA Asisat,OSHOALA A,Asisat OSHOALA,Female,Athlete,NGR,Nigeria,Nigeria,Nigeria,Nigeria,NGR,09/10/1994,IKORODU,Nigeria,,United States,"English, Nigerian Pidgin, Yoruba"
GARDINER Rija Vatomanga,GARDINER RV,Rija Vatomanga GARDINER,Male,Athlete,MAD,Madagascar,Madagascar,Madagascar,Madagascar,MAD,09/12/1999,,,,,Malagasy
KALU Ezinne,KALU E,Ezinne KALU,Female,Athlete,NGR,Nigeria,Nigeria,Nigeria,Nigeria,NGR,26/06/1992,"NEWARK, NJ",United States,"NEWARK, NJ",United States,English
MINO Alberto,MINO A,Alberto MINO,Male,Athlete,ECU,Ecuador,Ecuador,Ecuador,Ecuador,ECU,21/08/1990,GUAYAQUIL,Ecuador,DUSSELDORF,Germany,"French, Spanish"
POLAK Eleni-Klaoudia,POLAK EK,Eleni-Klaoudia POLAK,Female,Athlete,GRE,Greece,Greece,Greece,Greece,GRE,09/09/1996,ATHENS,Greece,ATHENS,Greece,"English, Greek"
BICKEL Lena,BICKEL L,Lena BICKEL,Female,Athlete,SUI,Switzerland,Switzerland,Switzerland,Switzerland,SUI,22/12/2004,TICONO,Switzerland,MACOLIN,Switzerland,"English, Italian"
BURFORD Thalya,BURFORD T,Thalya BURFORD,Female,Alternate Athlete,SUI,Switzerland,Switzerland,Switzerland,Switzerland,SUI,25/11/2003,,,,,
CONDRAU Dominic,CONDRAU D,Dominic CONDRAU,Male,Athlete,SUI,Switzerland,Switzerland,Switzerland,Switzerland,SUI,17/08/1999,,,RAPPERSWIL-JONA,Switzerland,"English, German"
FRIDELANCE Sylvain,FRIDELANCE S,Sylvain FRIDELANCE,Male,Athlete,SUI,Switzerland,Switzerland,Switzerland,Switzerland,SUI,14/07/1995,,,,,
LEKAMGE Dilhani,LEKAMGE D,Dilhani LEKAMGE,Female,Athlete,SRI,Sri Lanka,Sri Lanka,Sri Lanka,Sri Lanka,SRI,14/01/1987,EHELIYAGODA,Sri Lanka,COLOMBO,Sri Lanka,Tamil
ABRAHAM Tadesse,ABRAHAM T,Tadesse ABRAHAM,Male,Athlete,SUI,Switzerland,Switzerland,Switzerland,Switzerland,SUI,12/08/1982,ASMARA,Eritrea,GENEVE,Switzerland,German
AEBERHARD Nadine,AEBERHARD N,Nadine AEBERHARD,Female,Athlete,SUI,Switzerland,Switzerland,Switzerland,Switzerland,SUI,28/05/2002,BERN,Switzerland,RAPPERSWIL,Switzerland,"English, French, German, Swiss-German"
AHUMADA Raphael,AHUMADA R,Raphael AHUMADA,Male,Athlete,SUI,Switzerland,Switzerland,Switzerland,Switzerland,SUI,20/05/2001,,,MORGES,Switzerland,"English, French, German, Spanish"
ANDRES Michelle,ANDRES M,Michelle ANDRES,Female,Athlete,SUI,Switzerland,Switzerland,Switzerland,Switzerland,SUI,26/05/1997,BADEN,Switzerland,HAGGLINGEN,Switzerland,"English, German"
ATCHO-JAQUIER Sarah,ATCHO-JAQUIER S,Sarah ATCHO-JAQUIER,Female,Athlete,SUI,Switzerland,Switzerland,Switzerland,Switzerland,SUI,01/06/1995,,Switzerland,,,
BAERLOCHER Scott,BAERLOCHER S,Scott BAERLOCHER,Male,Athlete,SUI,Switzerland,Switzerland,Switzerland,Switzerland,SUI,30/08/1997,WETTINGEN,Switzerland,WURENLOS,Switzerland,"English, French, German"
BAYARD Alexis,BAYARD A,Alexis BAYARD,Male,Athlete,SUI,Switzerland,Switzerland,Switzerland,Switzerland,SUI,11/06/1996,,,GRIMISUAT,Switzerland,"English, French, German, Italian"
BEHAR Tiago,BEHAR T,Tiago BEHAR,Male,Athlete,SUI,Switzerland,Switzerland,Switzerland,Switzerland,SUI,05/03/2002,LUTRY,Switzerland,"TEMPE, AZ",United States,
BISSEGGER Stefan,BISSEGGER S,Stefan BISSEGGER,Male,Athlete,SUI,Switzerland,Switzerland,Switzerland,Switzerland,SUI,13/09/1998,WEINFELDEN,Switzerland,WEINFELDEN,Switzerland,"English, German"
BOEBNER Esmee,BOEBNER E,Esmee BOEBNER,Female,Athlete,SUI,Switzerland,Switzerland,Switzerland,Switzerland,SUI,03/11/1999,HASLE,Switzerland,HASLE,Switzerland,German
BOLLIN Thierry,BOLLIN T,Thierry BOLLIN,Male,Athlete,SUI,Switzerland,Switzerland,Switzerland,Switzerland,SUI,11/01/2000,BERN,Switzerland,BERN,Switzerland,"English, French, German"
BONVIN Julien,BONVIN J,Julien BONVIN,Male,Athlete,SUI,Switzerland,Switzerland,Switzerland,Switzerland,SUI,10/01/1999,SIERRE,Switzerland,,,French
