,fullName,firstName,lastName,gender,isoCountry,continent,birthYear,hasMiddleName,hasNoLastName,source
330,Titina Rodriguês,,,female,,Africa,1947,False,False,wikidata
331,Ghada Maatouk,Ghada,Maatouk,female,TN,Africa,1998,False,False,wikidata
332,Penda Diakité,,,female,ML,Africa,1992,False,False,wikidata
333,Vera Okolo,Vera,Okolo,female,NG,Africa,1985,False,False,wikidata
334,Shanga,,,female,NG,Africa,1993,False,True,wikidata
335,Mulu Gebreegziabher,Mulu,Gebreegziabher,female,ET,Africa,1962,False,False,wikidata
336,Zaida Chongo,Zaida,Chongo,female,MZ,Africa,1970,False,False,wikidata
337,Fatoumata Ka,Fatoumata,Ka,female,SN,Africa,1950,False,False,wikidata
338,Mantoulaye Guene,Mantoulaye,Guene,female,SN,Africa,1939,False,False,wikidata
339,Érica Chissapa,,,female,AO,Africa,1988,False,False,wikidata
340,Imaan Sulaiman-Ibrahim,,,female,NG,Africa,1980,False,False,wikidata
341,Fadima Diawara,Fadima,Diawara,female,GN,Africa,1986,False,False,wikidata
342,Pius  Hadzide,,,female,GH,Africa,1979,True,False,wikidata
343,Josephine Effah-Chukwuma,,,female,NG,Africa,1966,False,False,wikidata
344,Ophelia Hayford,Ophelia,Hayford,female,GH,Africa,1973,False,False,wikidata
345,Sheila Bartels,Sheila,Bartels,female,GH,Africa,1975,False,False,wikidata
346,Hirut Woldemariam,Hirut,Woldemariam,female,ET,Africa,1969,False,False,wikidata
347,Chioma Mang,Chioma,Mang,female,NG,Africa,1961,False,False,wikidata
348,Akanvariva Lydia Lamisi,,,female,GH,Africa,1973,True,False,wikidata
349,Gizella Tetteh Agbotui,,,female,GH,Africa,1970,True,False,wikidata
350,Fatim Cissé,,,female,,Africa,1983,False,False,wikidata
351,Rasha Samir,Rasha,Samir,female,EG,Africa,1969,False,False,wikidata
352,Agnes Naa Momo Lartey,,,female,GH,Africa,1976,True,False,wikidata
353,Natasha Joubert,Natasha,Joubert,female,ZA,Africa,1997,False,False,wikidata
354,Jane Thomas Rogers,,,female,NG,Africa,1980,True,False,wikidata
355,Mercy Kainobwisho,Mercy,Kainobwisho,female,UG,Africa,1979,False,False,wikidata
356,Radwa Sayed,Radwa,Sayed,female,EG,Africa,1997,False,False,wikidata
357,Dina Salústio,,,female,,Africa,1941,False,False,wikidata
358,Souad Labbize,Souad,Labbize,female,DZ,Africa,1965,False,False,wikidata
359,Faith Mazibuko,Faith,Mazibuko,female,ZA,Africa,1965,False,False,wikidata
360,Leila Beratto,Leila,Beratto,female,DZ,Africa,1980,False,False,wikidata
361,Victoire Agbanrin-Elisha,,,female,BJ,Africa,1944,False,False,wikidata
362,Dawn Lindberg,Dawn,Lindberg,female,ZA,Africa,1945,False,False,wikidata
363,Honorine Ngou,Honorine,Ngou,female,GA,Africa,1957,False,False,wikidata
364,Mireille Tchengang,Mireille,Tchengang,female,CM,Africa,2002,False,False,wikidata
365,Amina Priscille Longoh,,,female,TD,Africa,1991,True,False,wikidata
366,Ndeutala Angolo,Ndeutala,Angolo,female,,Africa,1952,False,False,wikidata
367,Jane Karuku,Jane,Karuku,female,KE,Africa,1961,False,False,wikidata
368,Zahia Benarous,Zahia,Benarous,female,DZ,Africa,1958,False,False,wikidata
369,Inviolata Mbwavi,Inviolata,Mbwavi,female,KE,Africa,1972,False,False,wikidata
370,Omo-Oba Adenrele Ademola,,,female,NG,Africa,1916,True,False,wikidata
371,Sophy Aiida,Sophy,Aiida,female,CM,Africa,1987,False,False,wikidata
372,Yolanda Dreyer,Yolanda,Dreyer,female,ZA,Africa,1956,False,False,wikidata
373,Berhane Ras-Work,,,female,ET,Africa,1940,False,False,wikidata
374,Beauty Ngxongo,Beauty,Ngxongo,female,ZA,Africa,1953,False,False,wikidata
375,Fatiha Targhaoui,Fatiha,Targhaoui,female,MA,Africa,1966,False,False,wikidata
376,Isabella Maya,Isabella,Maya,female,,Africa,1986,False,False,wikidata
377,Signoline Kanyamuneza,Signoline,Kanyamuneza,female,BI,Africa,1998,False,False,wikidata
378,Charné Griesel,,,female,ZA,Africa,2000,False,False,wikidata
379,Narindra Rakotovao,Narindra,Rakotovao,female,MG,Africa,1998,False,False,wikidata
380,Lariba Abudu,Lariba,Abudu,female,GH,Africa,1966,False,False,wikidata
381,Sandrine Billiet,Sandrine,Billiet,female,,Africa,1990,False,False,wikidata
382,Enku Ekuta,Enku,Ekuta,female,NG,Africa,1998,False,False,wikidata
383,Cornelia Glèlè,,,female,BJ,Africa,1997,False,False,wikidata
384,Rita Naa Odoley Sowah,,,female,GH,Africa,1968,True,False,wikidata
385,Safa Abdel Al Moneim,,,female,EG,Africa,1960,True,False,wikidata
386,Anastasiya-Alexandra Nenova,,,female,ZA,Africa,1998,False,False,wikidata
387,Marie Branser,Marie,Branser,female,GN,Africa,1992,False,False,wikidata
388,Haingoniaina Durianah Ramiandrisoa,,,female,MG,Africa,1997,True,False,wikidata
389,Dakoa Newman,Dakoa,Newman,female,GH,Africa,1985,False,False,wikidata
390,Erin Sterkenburg,Erin,Sterkenburg,female,ZA,Africa,2003,False,False,wikidata
391,Georgiana Dorward,Georgiana,Dorward,female,ZA,Africa,2002,False,False,wikidata
392,Sasa Klaas,Sasa,Klaas,female,BW,Africa,1993,False,False,wikidata
393,Dorcas Affo-Toffey,,,female,GH,Africa,1975,False,False,wikidata
394,Manamba Kanté,,,female,GN,Africa,1996,False,False,wikidata
395,Ndidi Okezie,Ndidi,Okezie,female,NG,Africa,1979,False,False,wikidata
396,Asina Bindimono Ruffine,,,female,,Africa,1963,True,False,wikidata
397,Tella Kpomahou,Tella,Kpomahou,female,,Africa,1978,False,False,wikidata
398,Nzambi Matee,Nzambi,Matee,female,KE,Africa,1992,False,False,wikidata
399,Kim Seebach,Kim,Seebach,female,,Africa,1996,False,False,wikidata
400,Judith Adem Owigar,,,female,KE,Africa,1985,True,False,wikidata
401,Myriam Belkiri,Myriam,Belkiri,female,DZ,Africa,1992,False,False,wikidata
402,Farah N'Ser,,,female,MA,Africa,1988,False,False,wikidata
403,Caroline Kwambai,Caroline,Kwambai,female,KE,Africa,1975,False,False,wikidata
404,Caroline Chepkwony,Caroline,Chepkwony,female,KE,Africa,1985,False,False,wikidata
405,Hanta Francine Randriambahiny,,,female,MG,Africa,1964,True,False,wikidata
406,Halima Bah,Halima,Bah,female,GN,Africa,1996,False,False,wikidata
407,Caroline Rotich,Caroline,Rotich,female,KE,Africa,1984,False,False,wikidata
408,Miatta Maria Samba,,,female,SL,Africa,1971,True,False,wikidata
409,Najwa Taib,Najwa,Taib,female,MA,Africa,1983,False,False,wikidata
410,Anissa Maoulida,Anissa,Maoulida,female,KM,Africa,1997,False,False,wikidata
411,Zaharouna Haoudadji,Zaharouna,Haoudadji,female,KM,Africa,2000,False,False,wikidata
412,TinyM,,,female,ZA,Africa,1973,False,True,wikidata
413,Badra Ben Mustapha,,,female,TN,Africa,1912,True,False,wikidata
414,Zuwera Ibrahimah,Zuwera,Ibrahimah,female,GH,Africa,1970,False,False,wikidata
415,Amira Hilmi Matar,,,female,EG,Africa,1930,True,False,wikidata
416,Rahma Abdulmajid,Rahma,Abdulmajid,female,NG,Africa,1980,False,False,wikidata
417,Victoria Aguiyi-Ironsi,,,female,NG,Africa,1923,False,False,wikidata
418,Hirut Kassaw,Hirut,Kassaw,female,ET,Africa,1976,False,False,wikidata
419,Agitu Ideo Gudeta,,,female,ET,Africa,1978,True,False,wikidata
420,Aderonke Apata,Aderonke,Apata,female,NG,Africa,1967,False,False,wikidata
421,Jummai Babangida Aliyu,,,female,NG,Africa,1959,True,False,wikidata
422,Fatima Ibrahim Shema,,,female,NG,Africa,1962,True,False,wikidata
423,Gaji Fatima Dantata,,,female,NG,Africa,1957,True,False,wikidata
424,Zainab Ujudud Shariff,,,female,NG,Africa,1963,True,False,wikidata
425,Karin Avenant,Karin,Avenant,female,ZA,Africa,1964,False,False,wikidata
426,Aïcha Ibrahim,,,female,,Africa,1949,False,False,wikidata
427,Hadjatu Aliat Swelm,,,female,MA,Africa,1973,True,False,wikidata
428,Hanna Lalango,Hanna,Lalango,female,ET,Africa,2008,False,False,wikidata
429,Fetlework Gebregziabher,Fetlework,Gebregziabher,female,ET,Africa,1961,False,False,wikidata
430,Martha Kuwee Kumsa,,,female,ET,Africa,1955,True,False,wikidata
431,Birtukan Ayano Dadi,,,female,ET,Africa,1975,True,False,wikidata
432,Else Nizigama Ntamagiro,,,female,BI,Africa,1972,True,False,wikidata
433,Monique Ngo Ndjock,,,female,CM,Africa,1985,True,False,wikidata
434,Ms Cosmo,Ms,Cosmo,female,ZA,Africa,1988,False,False,wikidata
435,Izetta Roberts Cooper,,,female,LR,Africa,1929,True,False,wikidata
436,Soraya Mellili,Soraya,Mellili,female,DZ,Africa,1982,False,False,wikidata
437,Theresa Lardi Awuni,,,female,GH,Africa,1979,True,False,wikidata
438,Nkirika Peace Obiajulu,,,female,NG,Africa,1954,True,False,wikidata
439,Sophia Williams-de Bruyn,,,female,ZA,Africa,1938,True,False,wikidata
440,Abuk Payiti Ayik,,,female,SS,Africa,2000,True,False,wikidata
441,Cynthia Fraser,Cynthia,Fraser,female,ZA,Africa,1934,False,False,wikidata
442,Rosemary Nyerere,Rosemary,Nyerere,female,TZ,Africa,1961,False,False,wikidata
443,Kamini Pather,Kamini,Pather,female,ZA,Africa,1983,False,False,wikidata
444,Doreen Kabareebe,Doreen,Kabareebe,female,UG,Africa,1990,False,False,wikidata
445,Henriette Wamu,Henriette,Wamu,female,,Africa,1966,False,False,wikidata
446,Sophie Adonon,Sophie,Adonon,female,BJ,Africa,1964,False,False,wikidata
447,Chichi Gift  Egbule,,,female,NG,Africa,1990,True,False,wikidata
448,Edda Ella Chitalo,,,female,MW,Africa,1932,True,False,wikidata
449,Fitsum Assefa,Fitsum,Assefa,female,ET,Africa,1979,False,False,wikidata
450,Dinah Reindorf,Dinah,Reindorf,female,GH,Africa,1943,False,False,wikidata
451,Fatmah Selim,Fatmah,Selim,female,EG,Africa,1995,False,False,wikidata
452,Ergoge Tesfaye,Ergoge,Tesfaye,female,ET,Africa,1978,False,False,wikidata
453,Cashandra Slingerland,Cashandra,Slingerland,female,ZA,Africa,1974,False,False,wikidata
454,Aya Saeid Saber,,,female,EG,Africa,1991,True,False,wikidata
455,Hasna Ben Slimane,,,female,TN,Africa,1973,True,False,wikidata
456,Safia Elmi Djibril,,,female,DJ,Africa,1963,True,False,wikidata
457,Bintou Keita,Bintou,Keita,female,GN,Africa,1958,False,False,wikidata
458,Hadjira Oumouri,Hadjira,Oumouri,female,KM,Africa,1969,False,False,wikidata
459,Makhadzi,,,female,ZA,Africa,1996,False,True,wikidata
460,Tosin Otubajo,Tosin,Otubajo,female,NG,Africa,1984,False,False,wikidata
461,Lamia Essaadi,Lamia,Essaadi,female,MA,Africa,1979,False,False,wikidata
462,Gamal Ali Fouad Ismail,,,female,EG,Africa,1950,True,False,wikidata
463,Veronica Openibo,Veronica,Openibo,female,NG,Africa,1951,False,False,wikidata
464,Maria Athanasopoulou,Maria,Athanasopoulou,female,,Africa,1900,False,False,wikidata
465,Nombulelo Hermans,Nombulelo,Hermans,female,ZA,Africa,1970,False,False,wikidata
466,Mariya Nzigiyimana,Mariya,Nzigiyimana,female,BI,Africa,1934,False,False,wikidata
467,Iolanda Évora,,,female,,Africa,1964,False,False,wikidata
468,Halimatou Diallo,Halimatou,Diallo,female,GN,Africa,1993,False,False,wikidata
469,Iphigenia Efunjoke Coker,,,female,NG,Africa,1924,True,False,wikidata
470,Evelyn Mase,Evelyn,Mase,female,ZA,Africa,1922,False,False,wikidata
471,Chibesa Kankasa,Chibesa,Kankasa,female,ZM,Africa,1936,False,False,wikidata
472,Alice Mashingaidze,Alice,Mashingaidze,female,ZW,Africa,2000,False,False,wikidata
473,Essmat Ezzat,Essmat,Ezzat,female,EG,Africa,1929,False,False,wikidata
474,Amélia Sumbana,,,female,MZ,Africa,1949,False,False,wikidata
475,Elsa Garrido,Elsa,Garrido,female,ST,Africa,1977,False,False,wikidata
476,Galani Garri,Galani,Garri,female,,Africa,1900,False,False,wikidata
477,Annie Lulu,Annie,Lulu,female,,Africa,1987,False,False,wikidata
478,Faouzia Mebarki,Faouzia,Mebarki,female,DZ,Africa,1959,False,False,wikidata
479,Eldevina Materula,Eldevina,Materula,female,MZ,Africa,1982,False,False,wikidata
480,Victoria Bright,Victoria,Bright,female,GH,Africa,1965,False,False,wikidata
481,Camille Aumont Carnel,,,female,NG,Africa,1996,True,False,wikidata
482,Bertha Kingori,Bertha,Kingori,female,TZ,Africa,1930,False,False,wikidata
483,Jane Raphaely,Jane,Raphaely,female,ZA,Africa,1937,False,False,wikidata
484,Marcelle Kuetche,Marcelle,Kuetche,female,CM,Africa,1992,False,False,wikidata
485,Agness Gidna,Agness,Gidna,female,TZ,Africa,1950,False,False,wikidata
486,Paula Simons,Paula,Simons,female,AO,Africa,1964,False,False,wikidata
487,Jean-Paul Mpila,,,female,CG,Africa,1960,False,False,wikidata
488,Rosamund Everard-Steenkamp,,,female,ZA,Africa,1907,False,False,wikidata
489,Heline Eweni,Heline,Eweni,female,CM,Africa,1996,False,False,wikidata
490,Leonora van den Heever,,,female,ZA,Africa,1926,True,False,wikidata
491,Catherina Paulin,Catherina,Paulin,female,SC,Africa,1985,False,False,wikidata
492,Harmonie Dodé Byll Catarya,,,female,BJ,Africa,1991,True,False,wikidata
493,Catherine Kang,Catherine,Kang,female,CF,Africa,1987,False,False,wikidata
494,Regina Twala,Regina,Twala,female,ZA,Africa,1908,False,False,wikidata
495,Catherine Namugala,Catherine,Namugala,female,ZM,Africa,1966,False,False,wikidata
496,Jeanette Traverso,Jeanette,Traverso,female,ZA,Africa,1946,False,False,wikidata
497,Hasna Tamtaoui,Hasna,Tamtaoui,female,MA,Africa,1969,False,False,wikidata
498,Cathy Foo Kune,,,female,MU,Africa,1960,True,False,wikidata
499,Emilia Asim-Ita,,,female,NG,Africa,1998,False,False,wikidata
500,Tatyana Kolotilshchikova,Tatyana,Kolotilshchikova,female,,Asia,1937,False,False,wikidata
501,Sukri Bommagowda,Sukri,Bommagowda,female,IN,Asia,1937,False,False,wikidata
502,Cynthia Patag,Cynthia,Patag,female,PH,Asia,1956,False,False,wikidata
503,Bharati Harish Dangre,,,female,IN,Asia,1968,True,False,wikidata
504,Qian Xijun,Qian,Xijun,female,CN,Asia,1905,False,False,wikidata
505,Qiu Yihan,Qiu,Yihan,female,CN,Asia,1907,False,False,wikidata
506,Rengin Altay,Rengin,Altay,female,,Asia,1962,False,False,wikidata
507,Sai Na,Sai,Na,female,CN,Asia,1979,False,False,wikidata
508,Yeom Seungsuk,Yeom,Seungsuk,female,KR,Asia,1982,False,False,wikidata
509,Marina Rosenberg,Marina,Rosenberg,female,IL,Asia,1976,False,False,wikidata
510,Tara Gandhi,Tara,Gandhi,female,,Asia,1934,False,False,wikidata
511,Wang Henei,Wang,Henei,female,CN,Asia,1912,False,False,wikidata
512,Wang Quanyuan,Wang,Quanyuan,female,CN,Asia,1913,False,False,wikidata
513,Wang Yingchun,Wang,Yingchun,female,CN,Asia,1942,False,False,wikidata
514,Wu Fulian,Wu,Fulian,female,CN,Asia,1912,False,False,wikidata
515,Wulan,,,female,CN,Asia,1923,False,True,wikidata
516,Xiao Yuehua,Xiao,Yuehua,female,CN,Asia,1913,False,False,wikidata
517,Sumitra Kulkarni,Sumitra,Kulkarni,female,,Asia,1929,False,False,wikidata
518,Melika Ahadi,Melika,Ahadi,female,IR,Asia,1998,False,False,wikidata
519,Su Pei-ling,,,female,TW,Asia,2000,False,False,wikidata
520,Tatyana Vlasova,Tatyana,Vlasova,female,,Asia,1943,False,False,wikidata
521,Yang Houzhen,Yang,Houzhen,female,CN,Asia,1908,False,False,wikidata
522,Yang Huizen,Yang,Huizen,female,CN,Asia,1913,False,False,wikidata
523,Ye Tao,Ye,Tao,female,,Asia,1905,False,False,wikidata
524,Zhang Guiqin,Zhang,Guiqin,female,CN,Asia,1941,False,False,wikidata
525,Zhenhua,,,female,CN,Asia,1909,False,True,wikidata
526,Zhong Yuzheng,Zhong,Yuzheng,female,CN,Asia,1930,False,False,wikidata
527,Hayeon,,,female,KR,Asia,1998,False,True,wikidata
528,Nurani Ratu Azzahra,,,female,ID,Asia,2002,True,False,wikidata
529,Alexandra Kalev,Alexandra,Kalev,female,IL,Asia,1970,False,False,wikidata
530,Vijay Atluri,Vijay,Atluri,female,IN,Asia,1956,False,False,wikidata
531,Kamala Balakrishnan,Kamala,Balakrishnan,female,IN,Asia,1930,False,False,wikidata
532,Nada Boustani,Nada,Boustani,female,LB,Asia,1983,False,False,wikidata
533,Irit Ben-Abba,,,female,IL,Asia,1958,False,False,wikidata
534,Hande Sarıoğlu,,,female,,Asia,1988,False,False,wikidata
535,Shakuntala Bhagat,Shakuntala,Bhagat,female,IN,Asia,1933,False,False,wikidata
536,Jo Yeong-ja,,,female,KR,Asia,1950,False,False,wikidata
537,Jo Yeong-suk,,,female,KR,Asia,1951,False,False,wikidata
538,Zhang Yiming,Zhang,Yiming,female,CN,Asia,2000,False,False,wikidata
539,Hồng Đào,,,female,VN,Asia,1962,False,False,wikidata
540,Luo Chuyue,Luo,Chuyue,female,CN,Asia,2001,False,False,wikidata
541,Koo Donghee,Koo,Donghee,female,KR,Asia,1974,False,False,wikidata
542,Hanan Jarrar,Hanan,Jarrar,female,PS,Asia,1975,False,False,wikidata
543,Rachel Tseng,Rachel,Tseng,female,KR,Asia,1998,False,False,wikidata
544,"Rabīʻ, Āminah",,,female,OM,Asia,1969,False,False,wikidata
545,Rania Eissa,Rania,Eissa,female,LB,Asia,1978,False,False,wikidata
546,Zarqa Yaftali,Zarqa,Yaftali,female,AF,Asia,1984,False,False,wikidata
547,Jumana karim,Jumana,karim,female,IQ,Asia,1984,False,False,wikidata
548,Amina Rasul-Bernardo,,,female,PH,Asia,1954,False,False,wikidata
549,Aida Idriss,Aida,Idriss,female,LB,Asia,1934,False,False,wikidata
550,Alia Hatogh Buran,,,female,JO,Asia,1955,True,False,wikidata
551,Sajida Obaidl,Sajida,Obaidl,female,IQ,Asia,1957,False,False,wikidata
552,Muqadasa Ahmadzai,Muqadasa,Ahmadzai,female,AF,Asia,1993,False,False,wikidata
553,Yukimi Moriyama,Yukimi,Moriyama,female,JP,Asia,1996,False,False,wikidata
554,Kristina Miletić,,,female,AZ,Asia,2000,False,False,wikidata
555,Mayuko Goto,Mayuko,Goto,female,JP,Asia,1995,False,False,wikidata
556,Aarushi Nishank,Aarushi,Nishank,female,IN,Asia,1986,False,False,wikidata
557,Emi Moronuki,Emi,Moronuki,female,JP,Asia,1992,False,False,wikidata
558,Naima Akter,Naima,Akter,female,BD,Asia,1999,False,False,wikidata
559,Po Po Heather,,,female,MM,Asia,1998,True,False,wikidata
560,Mimlu Sen,Mimlu,Sen,female,IN,Asia,1949,False,False,wikidata
561,Haiying Shen,Haiying,Shen,female,CN,Asia,1978,False,False,wikidata
562,Maryam Saqer Al Qasimi,,,female,AE,Asia,1990,True,False,wikidata
563,Hemlata Talesra,Hemlata,Talesra,female,,Asia,1944,False,False,wikidata
564,Feng Junyang,Feng,Junyang,female,ID,Asia,1998,False,False,wikidata
565,Alexandra Fjodorowna Salnikowa,,,female,,Asia,1900,True,False,wikidata
566,Sahar Zohouri,Sahar,Zohouri,female,IR,Asia,1986,False,False,wikidata
567,Subur Parthasarathy,Subur,Parthasarathy,female,IN,Asia,1911,False,False,wikidata
568,Rekha Boyalapalli,Rekha,Boyalapalli,female,IN,Asia,1983,False,False,wikidata
569,Hee Sook Lee,,,female,KP,Asia,1959,True,False,wikidata
570,Xu Jiao,Xu,Jiao,female,CN,Asia,1997,False,False,wikidata
571,Galina Arapova,Galina,Arapova,female,,Asia,1972,False,False,wikidata
572,Abhinaya,,,female,IN,Asia,1971,False,True,wikidata
573,Aya Sato,Aya,Sato,female,JP,Asia,1994,False,False,wikidata
574,Louise Elisabeth Coldenhoff,,,female,ID,Asia,1935,True,False,wikidata
575,Yang Yi,Yang,Yi,female,CN,Asia,1952,False,False,wikidata
576,Jannie Lasimbang,Jannie,Lasimbang,female,MY,Asia,1962,False,False,wikidata
577,Xiao-Ying Bai,,,female,TW,Asia,2007,False,False,wikidata
578,Yehudit Malik Shiran,,,female,IL,Asia,1958,True,False,wikidata
579,Kay Kay Moe,,,female,MM,Asia,1991,True,False,wikidata
580,Nili Dotan,Nili,Dotan,female,IL,Asia,1955,False,False,wikidata
581,Nicholle Toh,Nicholle,Toh,female,SG,Asia,2001,False,False,wikidata
582,Ai Soma,Ai,Soma,female,JP,Asia,1997,False,False,wikidata
583,Yukina Hirayama,Yukina,Hirayama,female,JP,Asia,1995,False,False,wikidata
584,Zhang Xiantu,Zhang,Xiantu,female,CN,Asia,1926,False,False,wikidata
585,Nao Kobayashi,Nao,Kobayashi,female,JP,Asia,1993,False,False,wikidata
586,Roza Erdemli,Roza,Erdemli,female,,Asia,2001,False,False,wikidata
587,Buket Bengisu,Buket,Bengisu,female,,Asia,1978,False,False,wikidata
588,Vera Sukhova,Vera,Sukhova,female,,Asia,1963,False,False,wikidata
589,Se-hwa Oh,,,female,KR,Asia,1943,False,False,wikidata
590,Shlomit Yanisky-Ravid,,,female,IL,Asia,1963,False,False,wikidata
591,Huda Hamed,Huda,Hamed,female,OM,Asia,1981,False,False,wikidata
592,Si Jia,Si,Jia,female,CN,Asia,1978,False,False,wikidata
593,Orly Amit,Orly,Amit,female,IL,Asia,1990,False,False,wikidata
594,İdil Keysan,,,female,,Asia,1993,False,False,wikidata
595,Paula Bataona Renyaan,,,female,ID,Asia,1942,True,False,wikidata
596,Pushpa Bhave,Pushpa,Bhave,female,IN,Asia,1939,False,False,wikidata
597,Leia,,,female,JP,Asia,2001,False,True,wikidata
598,Yasemin Besen–Cassino,,,female,,Asia,1978,False,False,wikidata
599,Hatice Barré,,,female,,Asia,1980,False,False,wikidata
600,Swapna Sanjiv Joshi,,,female,IN,Asia,1959,True,False,wikidata
601,Lesley Sachs,Lesley,Sachs,female,IL,Asia,1958,False,False,wikidata
602,Limor Rose,Limor,Rose,female,IL,Asia,1968,False,False,wikidata
603,Etsuko Fukano,Etsuko,Fukano,female,JP,Asia,1972,False,False,wikidata
604,Wolftyla,,,female,KR,Asia,1996,False,True,wikidata
605,Perin Chandra,Perin,Chandra,female,IN,Asia,1918,False,False,wikidata
606,Asumi Nakada,Asumi,Nakada,female,JP,Asia,1988,False,False,wikidata
607,Jennifer Lasimbang,Jennifer,Lasimbang,female,MY,Asia,1974,False,False,wikidata
608,Li-Cheng Hung,,,female,TW,Asia,1985,False,False,wikidata
609,Alyssa Dezek,Alyssa,Dezek,female,MY,Asia,2008,False,False,wikidata
610,Jialing Zhang,Jialing,Zhang,female,CN,Asia,1984,False,False,wikidata
611,Martha Nakamura,Martha,Nakamura,female,JP,Asia,1990,False,False,wikidata
612,Mio Takemura,Mio,Takemura,female,JP,Asia,1989,False,False,wikidata
613,Kokoro Maeda,Kokoro,Maeda,female,JP,Asia,2002,False,False,wikidata
614,Fumiho Kero,Fumiho,Kero,female,JP,Asia,1945,False,False,wikidata
615,Riina Murakami,Riina,Murakami,female,JP,Asia,1994,False,False,wikidata
616,Rena Kodama,Rena,Kodama,female,JP,Asia,1999,False,False,wikidata
617,Kawaguchi Aoi,Kawaguchi,Aoi,female,JP,Asia,1998,False,False,wikidata
618,Seina Saito,Seina,Saito,female,JP,Asia,1992,False,False,wikidata
619,Shikako,,,female,JP,Asia,1988,False,True,wikidata
