person,person_label,genders,dobs,countries,continents
http://www.wikidata.org/entity/Q101198923,Devika Vidot,female,1988-11-18T00:00:00Z,Seychelles,Africa
http://www.wikidata.org/entity/Q101207557,Yola Mgogwana,female,2008-01-01T00:00:00Z,South Africa,Africa
http://www.wikidata.org/entity/Q101208454,Aliaa Saleh,female,2004-08-04T00:00:00Z,Egypt,Africa
http://www.wikidata.org/entity/Q101208465,Sana Elsherbiny,female,2004-01-01T00:00:00Z,Egypt,Africa
http://www.wikidata.org/entity/Q101208480,Polina Fouda,female,2003-06-17T00:00:00Z,Egypt,Africa
http://www.wikidata.org/entity/Q101208486,Salma Saleh,female,2003-12-19T00:00:00Z,Egypt,Africa
http://www.wikidata.org/entity/Q101208492,Tia Sobhy,female,2003-02-07T00:00:00Z,Egypt,Africa
http://www.wikidata.org/entity/Q101208544,Malak Selim,female,2003-05-01T00:00:00Z,Egypt,Africa
http://www.wikidata.org/entity/Q101208559,Login Elsasyed,female,2003-01-01T00:00:00Z,Egypt,Africa
http://www.wikidata.org/entity/Q101208747,Sara Rostom,female,1996-01-01T00:00:00Z,Egypt,Africa
http://www.wikidata.org/entity/Q101210362,Mary Caroline Gomez,female,2000-01-01T00:00:00Z,The Gambia,Africa
http://www.wikidata.org/entity/Q101210613,Janet Karim,female,1954-01-01T00:00:00Z,Malawi,Africa
http://www.wikidata.org/entity/Q101244291,Zainab Gimba,female,1972-12-25T00:00:00Z,Nigeria,Africa
http://www.wikidata.org/entity/Q101246698,Joana Nnazua Kolo,female,1993-01-01T00:00:00Z,Nigeria,Africa
http://www.wikidata.org/entity/Q101246870,Farah Hussein,female,2001-10-07T00:00:00Z,Egypt,Africa
http://www.wikidata.org/entity/Q101246940,Mandy Mohamed,female,2000-02-23T00:00:00Z,Egypt,Africa
http://www.wikidata.org/entity/Q101246964,Farah Salem,female,2001-03-01T00:00:00Z,Egypt,Africa
http://www.wikidata.org/entity/Q101247067,Adekemi Adesida,female,1991-05-28T00:00:00Z,Nigeria,Africa
http://www.wikidata.org/entity/Q101247074,Amenaghawon Osaretin Melvin,female,1995-07-05T00:00:00Z,Nigeria,Africa
http://www.wikidata.org/entity/Q101247084,Helen Ocheke,female,1989-05-06T00:00:00Z,Nigeria,Africa
http://www.wikidata.org/entity/Q101247093,Adenike Oyekunle,female,1996-08-02T00:00:00Z,Nigeria,Africa
http://www.wikidata.org/entity/Q101247151,Oluwadamilola Oluwafemi,female,1994-10-27T00:00:00Z,Nigeria,Africa
http://www.wikidata.org/entity/Q101247335,Cathryn Credo,female,1997-08-02T00:00:00Z,Tanzania,Africa
http://www.wikidata.org/entity/Q101328026,Sheila Munyiva,female,1993-03-27T00:00:00Z,Kenya,Africa
http://www.wikidata.org/entity/Q101405604,Michelle Abueng,female,2001-05-06T00:00:00Z,Botswana,Africa
http://www.wikidata.org/entity/Q101412106,Adèle Degbalase Kanda,female,1950-01-01T00:00:00Z,Democratic Republic of the Congo,Africa
http://www.wikidata.org/entity/Q101423280,Henrietta Mbawah,female,1988-01-01T00:00:00Z,Sierra Leone,Africa
http://www.wikidata.org/entity/Q101426608,Hadja Diaka Diakité,female,1950-01-01T00:00:00Z,Guinea,Africa
http://www.wikidata.org/entity/Q101426780,Sanaba Kaba,female,1950-01-01T00:00:00Z,Guinea,Africa
http://www.wikidata.org/entity/Q101429479,Amina Mohammed Baloni,female,1961-06-27T00:00:00Z,Nigeria,Africa
http://www.wikidata.org/entity/Q101437886,Davina Itoo,female,1983-08-02T00:00:00Z,Mauritius,Africa
http://www.wikidata.org/entity/Q101463848,Zainab Ibrahim Kuchi,female,1958-01-01T00:00:00Z,Nigeria,Africa
http://www.wikidata.org/entity/Q101464978,Hannatu Bashir,female,1992-10-02T00:00:00Z,Nigeria,Africa
http://www.wikidata.org/entity/Q101465795,Fadila Muhammad,female,1992-01-01T00:00:00Z,Nigeria,Africa
http://www.wikidata.org/entity/Q101468791,Susan Akene,female,1989-03-23T00:00:00Z,Nigeria,Africa
http://www.wikidata.org/entity/Q101470068,Yolanda Steyn,female,1972-08-22T00:00:00Z,South Africa,Africa
http://www.wikidata.org/entity/Q101470935,Johanna Mafuyana,female,1927-09-18T00:00:00Z,Zimbabwe,Africa
http://www.wikidata.org/entity/Q101471550,Bouchra Zboured,female,1950-01-01T00:00:00Z,Morocco,Africa
http://www.wikidata.org/entity/Q101478158,Irène Josianne Ngouhada,female,1978-09-10T00:00:00Z,Cameroon,Africa
http://www.wikidata.org/entity/Q101495761,Uzamat Akinbile Yussuf,female,1976-01-01T00:00:00Z,Nigeria,Africa
http://www.wikidata.org/entity/Q101500083,Arlete Bombe,female,1983-01-01T00:00:00Z,Mozambique,Africa
http://www.wikidata.org/entity/Q101517016,Selma Hellal,female,1973-01-01T00:00:00Z,Algeria,Africa
http://www.wikidata.org/entity/Q101528494,Yéli Monique Kam,female,1973-08-24T00:00:00Z,Burkina Faso,Africa
http://www.wikidata.org/entity/Q101530455,Lihle Dhlomo,female,1990-01-01T00:00:00Z,South Africa,Africa
http://www.wikidata.org/entity/Q101539401,Sukai Mbye Bojang,female,1955-03-08T00:00:00Z,The Gambia,Africa
http://www.wikidata.org/entity/Q101541418,Rebecca Majeka,female,1939-01-01T00:00:00Z,South Africa,Africa
http://www.wikidata.org/entity/Q101542310,Helena Amoako,female,1975-12-16T00:00:00Z,Ghana,Africa
http://www.wikidata.org/entity/Q101542312,Dora Manu,female,1976-01-01T00:00:00Z,Ghana,Africa
http://www.wikidata.org/entity/Q101542492,Yetunde Arobieke,female,1960-05-06T00:00:00Z,Nigeria,Africa
http://www.wikidata.org/entity/Q101554077,Mable Esendi,female,1961-01-01T00:00:00Z,Kenya,Africa
http://www.wikidata.org/entity/Q101554155,Florence Wanjiru,female,1950-01-01T00:00:00Z,Kenya,Africa
http://www.wikidata.org/entity/Q101555742,Emebet Shiferaw,female,1973-03-13T00:00:00Z,Ethiopia,Africa
http://www.wikidata.org/entity/Q101557059,Ilse Wicksell,female,1959-08-10T00:00:00Z,South Africa,Africa
http://www.wikidata.org/entity/Q101558792,Berhane Herpassa,female,1983-07-30T00:00:00Z,Ethiopia,Africa
http://www.wikidata.org/entity/Q101560663,Mayra Rondo,female,1988-07-07T00:00:00Z,Equatorial Guinea,Africa
http://www.wikidata.org/entity/Q101562045,Linah Cheruiyot,female,1950-01-01T00:00:00Z,Kenya,Africa
http://www.wikidata.org/entity/Q101564367,Regina Chemeli,female,1970-01-01T00:00:00Z,Kenya,Africa
http://www.wikidata.org/entity/Q101564458,Esther Ndoumbé,female,1940-01-01T00:00:00Z,Cameroon,Africa
http://www.wikidata.org/entity/Q101564924,Geneviève Obone,female,1990-01-01T00:00:00Z,Gabon,Africa
http://www.wikidata.org/entity/Q101565284,Diane Zancy,female,1950-01-01T00:00:00Z,Gabon,Africa
http://www.wikidata.org/entity/Q101566880,Rethabile Ramaphakela,female,1987-04-13T00:00:00Z,South Africa,Africa
http://www.wikidata.org/entity/Q101573786,Pearl Jansen,female,1950-01-01T00:00:00Z,South Africa,Africa
http://www.wikidata.org/entity/Q101579052,Viola Jelagat,female,1992-04-20T00:00:00Z,Kenya,Africa
http://www.wikidata.org/entity/Q101635665,Martha Udom,female,1970-01-01T00:00:00Z,Nigeria,Africa
http://www.wikidata.org/entity/Q101639556,Ismahane Lahmar,female,1982-10-25T00:00:00Z,Tunisia,Africa
http://www.wikidata.org/entity/Q101666095,Yejide Kilanko,female,1975-01-01T00:00:00Z,Nigeria,Africa
http://www.wikidata.org/entity/Q101676922,Cora Amelia Musk,female,1923-08-16T00:00:00Z,South Africa,Africa
http://www.wikidata.org/entity/Q101724086,Edna Noy,female,1950-02-17T00:00:00Z,South Africa,Africa
http://www.wikidata.org/entity/Q101728544,Mouna Sabri,female,1984-02-02T00:00:00Z,Morocco,Africa
http://www.wikidata.org/entity/Q101743466,Ajibola Ponnle,female,1973-01-01T00:00:00Z,Nigeria,Africa
http://www.wikidata.org/entity/Q101807505,Aya Samaha,female,1992-03-31T00:00:00Z,Egypt,Africa
http://www.wikidata.org/entity/Q101815447,Adaku Ufere-Awoonor,female,1985-07-07T00:00:00Z,Nigeria,Africa
http://www.wikidata.org/entity/Q101828009,Oceanne Iradukunda,female,1996-11-11T00:00:00Z,Rwanda,Africa
http://www.wikidata.org/entity/Q101836469,Laila Gohar,female,1988-01-01T00:00:00Z,Egypt,Africa
http://www.wikidata.org/entity/Q101857636,Rolande Ngo Issi,female,1981-01-01T00:00:00Z,Cameroon,Africa
http://www.wikidata.org/entity/Q101888717,Tanatsei Gambura,female,1999-01-01T00:00:00Z,Zimbabwe,Africa
http://www.wikidata.org/entity/Q101958562,Mosun Belo-Olusoga,female,1957-09-13T00:00:00Z,Nigeria,Africa
http://www.wikidata.org/entity/Q102026455,Arame Fall,female,1936-01-01T00:00:00Z,Senegal,Africa
